customer_id,adviser_id,rank,weekly_hazard,median_weeks_to_placement,survival_w1,survival_w2,survival_w4,survival_w8,survival_w12,survival_w16,survival_w24
CUS-02997,ADV-0018,2,0.0417,16.3,95.8,91.8,84.4,71.2,60.0,50.6,36.0
CUS-02997,ADV-0017,3,0.0411,16.5,95.9,91.9,84.5,71.5,60.4,51.1,36.5
CUS-02998,ADV-0028,1,0.0802,8.3,92.0,84.6,71.6,51.2,36.7,26.3,13.5
CUS-02998,ADV-0092,2,0.0812,8.2,91.9,84.4,71.3,50.8,36.2,25.8,13.1
CUS-02998,ADV-0088,3,0.0824,8.1,91.8,84.2,70.9,50.3,35.6,25.3,12.7
CUS-02999,ADV-0006,1,0.057,11.8,94.3,88.9,79.1,62.5,49.4,39.1,24.5
CUS-02999,ADV-0182,2,0.0566,11.9,94.3,89.0,79.2,62.8,49.7,39.4,24.7
CUS-02999,ADV-0206,3,0.0549,12.3,94.5,89.3,79.8,63.7,50.8,40.5,25.8
CUS-03000,ADV-0019,1,0.0307,22.3,96.9,94.0,88.3,77.9,68.8,60.8,47.4
CUS-03000,ADV-0038,2,0.0291,23.5,97.1,94.3,88.9,79.0,70.2,62.3,49.2
CUS-03000,ADV-0111,3,0.0283,24.2,97.2,94.4,89.2,79.5,70.9,63.2,50.3
CUS-03001,ADV-0140,1,0.0343,19.9,96.6,93.3,87.0,75.6,65.8,57.2,43.3
CUS-03001,ADV-0096,2,0.0345,19.7,96.5,93.2,86.9,75.5,65.6,57.0,43.0
CUS-03001,ADV-0095,3,0.0336,20.3,96.6,93.4,87.2,76.1,66.3,57.9,44.0
CUS-03002,ADV-0091,1,0.0137,50.2,98.6,97.3,94.6,89.5,84.7,80.2,71.8
CUS-03002,ADV-0100,2,0.0136,50.7,98.6,97.3,94.7,89.6,84.9,80.4,72.0
CUS-03002,ADV-0056,3,0.0132,52.1,98.7,97.4,94.8,89.9,85.3,80.8,72.7
CUS-03003,ADV-0111,1,0.0267,25.7,97.3,94.7,89.8,80.6,72.3,64.9,52.3
CUS-03003,ADV-0064,2,0.028,24.4,97.2,94.5,89.3,79.7,71.1,63.5,50.6
CUS-03003,ADV-0055,3,0.0282,24.3,97.2,94.4,89.2,79.6,71.0,63.3,50.4
CUS-03004,ADV-0009,1,0.0229,30.0,97.7,95.5,91.2,83.1,75.8,69.1,57.4
CUS-03004,ADV-0186,2,0.0216,31.8,97.8,95.7,91.6,84.0,77.0,70.5,59.2
CUS-03004,ADV-0099,3,0.0213,32.2,97.9,95.8,91.8,84.2,77.2,70.9,59.7
CUS-03005,ADV-0019,1,0.0316,21.6,96.8,93.8,88.0,77.4,68.0,59.8,46.3
CUS-03005,ADV-0111,2,0.0291,23.5,97.1,94.3,88.9,79.0,70.2,62.3,49.2
CUS-03005,ADV-0199,3,0.0307,22.3,96.9,94.0,88.3,77.9,68.8,60.8,47.4
CUS-03006,ADV-0019,1,0.0243,28.1,97.6,95.2,90.6,82.1,74.4,67.4,55.4
CUS-03006,ADV-0140,2,0.0237,28.8,97.6,95.3,90.8,82.5,74.9,68.1,56.2
CUS-03006,ADV-0183,3,0.0238,28.8,97.6,95.3,90.8,82.5,74.9,68.0,56.1
CUS-03007,ADV-0111,1,0.0249,27.4,97.5,95.1,90.4,81.7,73.9,66.8,54.5
CUS-03007,ADV-0225,2,0.0269,25.5,97.3,94.7,89.7,80.4,72.1,64.7,52.0
CUS-03007,ADV-0199,3,0.0263,26.0,97.4,94.8,89.9,80.8,72.6,65.3,52.8
CUS-03008,ADV-0131,1,0.0297,23.0,97.0,94.2,88.7,78.6,69.7,61.8,48.6
CUS-03008,ADV-0186,2,0.0289,23.6,97.1,94.3,88.9,79.1,70.3,62.5,49.4
CUS-03008,ADV-0187,3,0.0305,22.4,97.0,94.0,88.4,78.1,69.0,60.9,47.6
CUS-03009,ADV-0162,1,0.0364,18.7,96.4,92.8,86.2,74.3,64.0,55.2,41.0
CUS-03009,ADV-0170,2,0.0369,18.4,96.3,92.8,86.0,74.0,63.7,54.8,40.6
CUS-03009,ADV-0201,3,0.038,17.9,96.2,92.6,85.7,73.4,62.9,53.8,39.5
CUS-03010,ADV-0111,1,0.0184,37.3,98.2,96.4,92.8,86.2,80.0,74.3,64.0
CUS-03010,ADV-0055,2,0.0194,35.3,98.1,96.2,92.4,85.5,79.0,73.0,62.4
CUS-03010,ADV-0095,3,0.0191,35.9,98.1,96.2,92.6,85.7,79.3,73.4,62.9
CUS-03011,ADV-0044,1,0.0392,17.3,96.1,92.3,85.2,72.6,61.9,52.8,38.3
CUS-03011,ADV-0168,2,0.0386,17.6,96.1,92.4,85.4,73.0,62.4,53.3,38.9
CUS-03011,ADV-0141,3,0.038,17.9,96.2,92.5,85.7,73.4,62.8,53.8,39.5
CUS-03012,ADV-0038,1,0.0177,38.9,98.2,96.5,93.1,86.7,80.7,75.2,65.2
CUS-03012,ADV-0052,2,0.0179,38.3,98.2,96.4,93.0,86.5,80.5,74.9,64.8
CUS-03012,ADV-0235,3,0.0177,38.9,98.2,96.5,93.1,86.7,80.8,75.2,65.2
CUS-03013,ADV-0048,1,0.025,27.4,97.5,95.1,90.4,81.7,73.8,66.7,54.5
CUS-03013,ADV-0222,2,0.0258,26.6,97.4,94.9,90.1,81.2,73.1,65.9,53.4
CUS-03013,ADV-0134,3,0.0258,26.5,97.4,94.9,90.1,81.1,73.0,65.8,53.3
CUS-03014,ADV-0056,1,0.0246,27.8,97.5,95.1,90.5,81.9,74.2,67.1,55.0
CUS-03014,ADV-0239,2,0.0263,26.0,97.4,94.8,89.9,80.8,72.7,65.3,52.8
CUS-03014,ADV-0002,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.2
CUS-03015,ADV-0009,1,0.0422,16.1,95.8,91.7,84.2,70.8,59.6,50.2,35.5
CUS-03015,ADV-0186,2,0.0398,17.1,96.0,92.2,85.0,72.3,61.4,52.2,37.7
CUS-03015,ADV-0129,3,0.0401,16.9,96.0,92.1,84.9,72.1,61.2,52.0,37.4
CUS-03016,ADV-0088,1,0.0504,13.4,95.0,90.2,81.3,66.1,53.7,43.7,28.9
CUS-03016,ADV-0180,2,0.049,13.8,95.1,90.4,81.8,66.9,54.7,44.8,30.0
CUS-03016,ADV-0154,3,0.0486,13.9,95.1,90.5,81.9,67.1,55.0,45.1,30.3
CUS-03017,ADV-0146,1,0.0558,12.1,94.4,89.1,79.5,63.1,50.2,39.9,25.2
CUS-03017,ADV-0077,2,0.0529,12.8,94.7,89.7,80.5,64.7,52.1,41.9,27.1
CUS-03017,ADV-0206,3,0.0531,12.7,94.7,89.7,80.4,64.6,51.9,41.8,27.0
CUS-03018,ADV-0211,1,0.0322,21.2,96.8,93.7,87.7,77.0,67.5,59.3,45.6
CUS-03018,ADV-0194,2,0.0328,20.8,96.7,93.5,87.5,76.6,67.0,58.6,44.9
CUS-03018,ADV-0181,3,0.0313,21.8,96.9,93.8,88.1,77.5,68.3,60.1,46.6
CUS-03019,ADV-0060,1,0.0149,46.2,98.5,97.0,94.2,88.7,83.5,78.7,69.8
CUS-03019,ADV-0048,2,0.0146,47.1,98.5,97.1,94.3,88.9,83.8,79.0,70.3
CUS-03019,ADV-0134,3,0.0151,45.5,98.5,97.0,94.1,88.5,83.3,78.4,69.4
CUS-03020,ADV-0070,1,0.0563,12.0,94.4,89.1,79.3,62.9,49.9,39.6,24.9
CUS-03020,ADV-0202,2,0.0555,12.1,94.4,89.2,79.6,63.3,50.4,40.1,25.4
CUS-03020,ADV-0233,3,0.0557,12.1,94.4,89.2,79.5,63.2,50.3,40.0,25.3
CUS-03021,ADV-0064,1,0.0143,48.3,98.6,97.2,94.4,89.2,84.2,79.5,70.9
CUS-03021,ADV-0244,2,0.0135,51.1,98.7,97.3,94.7,89.7,85.0,80.5,72.2
CUS-03021,ADV-0079,3,0.0137,50.3,98.6,97.3,94.6,89.6,84.8,80.2,71.8
CUS-03022,ADV-0009,1,0.0406,16.7,95.9,92.0,84.7,71.8,60.8,51.5,37.0
CUS-03022,ADV-0011,2,0.0389,17.5,96.1,92.4,85.3,72.8,62.1,53.0,38.6
CUS-03022,ADV-0069,3,0.0395,17.2,96.0,92.3,85.1,72.4,61.6,52.5,38.0
CUS-03023,ADV-0009,1,0.0582,11.6,94.2,88.7,78.7,61.9,48.7,38.3,23.7
CUS-03023,ADV-0008,2,0.0542,12.4,94.6,89.4,80.0,64.0,51.2,41.0,26.2
CUS-03023,ADV-0171,3,0.0558,12.1,94.4,89.2,79.5,63.2,50.2,39.9,25.2
CUS-03024,ADV-0060,1,0.0255,26.9,97.5,95.0,90.2,81.4,73.4,66.2,53.9
CUS-03024,ADV-0222,2,0.0257,26.6,97.4,94.9,90.1,81.2,73.1,65.9,53.5
CUS-03024,ADV-0056,3,0.0243,28.2,97.6,95.2,90.6,82.2,74.5,67.5,55.4
CUS-03025,ADV-0042,1,0.0274,24.9,97.3,94.6,89.5,80.1,71.6,64.1,51.3
CUS-03025,ADV-0083,2,0.027,25.3,97.3,94.7,89.6,80.3,72.0,64.5,51.8
CUS-03025,ADV-0074,3,0.0275,24.9,97.3,94.6,89.4,80.0,71.6,64.0,51.2
CUS-03026,ADV-0197,1,0.0342,19.9,96.6,93.3,87.0,75.7,65.9,57.3,43.4
CUS-03026,ADV-0114,2,0.0331,20.6,96.7,93.5,87.4,76.4,66.8,58.4,44.6
CUS-03026,ADV-0070,3,0.0351,19.4,96.5,93.1,86.7,75.1,65.1,56.4,42.4
CUS-03027,ADV-0038,1,0.0298,22.9,97.0,94.1,88.6,78.5,69.6,61.6,48.4
CUS-03027,ADV-0055,2,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.9,47.5
CUS-03027,ADV-0096,3,0.0309,22.1,96.9,93.9,88.2,77.8,68.6,60.5,47.1
CUS-03028,ADV-0116,1,0.0557,12.1,94.4,89.2,79.5,63.2,50.2,39.9,25.2
CUS-03028,ADV-0022,2,0.0545,12.4,94.6,89.4,79.9,63.9,51.1,40.8,26.1
CUS-03028,ADV-0141,3,0.0548,12.3,94.5,89.3,79.8,63.7,50.9,40.6,25.9
CUS-03029,ADV-0044,1,0.0181,38.0,98.2,96.4,93.0,86.4,80.3,74.7,64.5
CUS-03029,ADV-0053,2,0.0174,39.6,98.3,96.6,93.2,86.9,81.1,75.6,65.7
CUS-03029,ADV-0022,3,0.0174,39.4,98.3,96.5,93.2,86.9,81.0,75.5,65.6
CUS-03030,ADV-0134,1,0.0366,18.6,96.3,92.8,86.1,74.2,63.9,55.1,40.9
CUS-03030,ADV-0037,2,0.0371,18.3,96.3,92.7,86.0,73.9,63.5,54.6,40.3
CUS-03030,ADV-0229,3,0.0349,19.5,96.5,93.1,86.7,75.2,65.3,56.6,42.6
CUS-03031,ADV-0060,1,0.0457,14.8,95.4,91.1,82.9,68.8,57.0,47.3,32.5
CUS-03031,ADV-0056,2,0.0436,15.5,95.6,91.5,83.7,70.0,58.6,49.0,34.3
CUS-03031,ADV-0239,3,0.0466,14.5,95.3,90.9,82.6,68.3,56.4,46.6,31.8
CUS-03032,ADV-0087,1,0.038,17.9,96.2,92.5,85.6,73.3,62.8,53.8,39.4
CUS-03032,ADV-0176,2,0.0367,18.6,96.3,92.8,86.1,74.2,63.9,55.0,40.8
CUS-03032,ADV-0072,3,0.0383,17.8,96.2,92.5,85.5,73.2,62.6,53.5,39.2
CUS-03033,ADV-0123,1,0.0327,20.8,96.7,93.6,87.5,76.6,67.1,58.7,45.0
CUS-03033,ADV-0039,2,0.0336,20.3,96.6,93.4,87.2,76.0,66.3,57.8,44.0
CUS-03033,ADV-0061,3,0.0329,20.7,96.7,93.5,87.5,76.5,66.9,58.5,44.8
CUS-03034,ADV-0203,1,0.0096,72.2,99.0,98.1,96.2,92.6,89.1,85.8,79.4
CUS-03034,ADV-0226,2,0.0094,73.7,99.1,98.1,96.3,92.8,89.3,86.0,79.8
CUS-03034,ADV-0058,3,0.0096,72.1,99.0,98.1,96.2,92.6,89.1,85.7,79.4
CUS-03035,ADV-0053,1,0.0297,23.0,97.0,94.2,88.7,78.6,69.7,61.8,48.6
CUS-03035,ADV-0073,2,0.0307,22.3,96.9,94.0,88.3,78.0,68.8,60.8,47.4
CUS-03035,ADV-0163,3,0.0312,21.9,96.9,93.9,88.1,77.6,68.4,60.2,46.7
CUS-03036,ADV-0055,1,0.016,43.1,98.4,96.8,93.8,87.9,82.4,77.3,68.0
CUS-03036,ADV-0183,2,0.016,42.9,98.4,96.8,93.7,87.9,82.4,77.2,67.8
CUS-03036,ADV-0157,3,0.0155,44.2,98.4,96.9,93.9,88.2,82.9,77.8,68.7
CUS-03037,ADV-0042,1,0.0159,43.2,98.4,96.8,93.8,88.0,82.5,77.4,68.1
CUS-03037,ADV-0082,2,0.0156,44.0,98.4,96.9,93.9,88.2,82.8,77.7,68.5
CUS-03037,ADV-0219,3,0.0161,42.6,98.4,96.8,93.7,87.8,82.3,77.1,67.7
CUS-03038,ADV-0063,1,0.0283,24.2,97.2,94.4,89.2,79.5,70.9,63.2,50.2
CUS-03038,ADV-0183,2,0.0284,24.1,97.2,94.4,89.1,79.4,70.8,63.1,50.1
CUS-03038,ADV-0199,3,0.0282,24.3,97.2,94.4,89.2,79.6,71.0,63.3,50.4
CUS-03039,ADV-0123,1,0.0552,12.2,94.5,89.3,79.7,63.5,50.6,40.3,25.6
CUS-03039,ADV-0233,2,0.0569,11.8,94.3,88.9,79.1,62.6,49.5,39.2,24.5
CUS-03039,ADV-0018,3,0.0573,11.8,94.3,88.9,79.0,62.4,49.3,38.9,24.3
CUS-03040,ADV-0160,1,0.0382,17.8,96.2,92.5,85.6,73.2,62.6,53.6,39.2
CUS-03040,ADV-0176,2,0.0372,18.3,96.3,92.7,85.9,73.9,63.5,54.5,40.3
CUS-03040,ADV-0065,3,0.0366,18.6,96.3,92.8,86.1,74.2,63.9,55.0,40.8
CUS-03041,ADV-0096,1,0.04,17.0,96.0,92.2,84.9,72.2,61.3,52.1,37.6
CUS-03041,ADV-0209,2,0.0397,17.1,96.0,92.2,85.0,72.3,61.5,52.3,37.8
CUS-03041,ADV-0153,3,0.0386,17.6,96.1,92.4,85.4,73.0,62.4,53.3,38.9
CUS-03042,ADV-0022,1,0.0276,24.8,97.2,94.6,89.4,80.0,71.5,63.9,51.1
CUS-03042,ADV-0035,2,0.0263,26.1,97.4,94.8,89.9,80.8,72.7,65.3,52.8
CUS-03042,ADV-0165,3,0.0286,23.9,97.1,94.4,89.0,79.3,70.6,62.9,49.8
CUS-03043,ADV-0039,1,0.046,14.7,95.4,91.0,82.8,68.6,56.9,47.1,32.3
CUS-03043,ADV-0065,2,0.0446,15.2,95.5,91.3,83.3,69.4,57.8,48.2,33.4
CUS-03043,ADV-0070,3,0.0466,14.5,95.3,90.9,82.6,68.3,56.4,46.6,31.8
CUS-03044,ADV-0060,1,0.0218,31.5,97.8,95.7,91.6,83.9,76.8,70.3,59.0
CUS-03044,ADV-0056,2,0.0207,33.1,97.9,95.9,92.0,84.6,77.8,71.5,60.5
CUS-03044,ADV-0239,3,0.0222,30.9,97.8,95.6,91.4,83.6,76.4,69.9,58.4
CUS-03045,ADV-0053,1,0.0304,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-03045,ADV-0035,2,0.0291,23.4,97.1,94.3,88.8,78.9,70.1,62.3,49.2
CUS-03045,ADV-0165,3,0.0317,21.5,96.8,93.8,87.9,77.3,67.9,59.7,46.1
CUS-03046,ADV-0096,1,0.0308,22.1,96.9,93.9,88.2,77.8,68.7,60.6,47.2
CUS-03046,ADV-0225,2,0.0311,21.9,96.9,93.9,88.1,77.7,68.4,60.3,46.8
CUS-03046,ADV-0240,3,0.0303,22.5,97.0,94.0,88.4,78.2,69.1,61.1,47.8
CUS-03047,ADV-0060,1,0.0282,24.3,97.2,94.4,89.2,79.6,71.0,63.3,50.4
CUS-03047,ADV-0134,2,0.0286,23.9,97.1,94.4,89.0,79.3,70.6,62.9,49.9
CUS-03047,ADV-0229,3,0.0273,25.1,97.3,94.6,89.5,80.2,71.8,64.2,51.5
CUS-03048,ADV-0009,1,0.0243,28.2,97.6,95.2,90.6,82.2,74.5,67.5,55.5
CUS-03048,ADV-0093,2,0.0236,29.0,97.6,95.3,90.9,82.6,75.0,68.2,56.3
CUS-03048,ADV-0241,3,0.0224,30.6,97.8,95.6,91.3,83.4,76.2,69.6,58.0
CUS-03049,ADV-0018,1,0.0656,10.2,93.4,87.3,76.2,58.1,44.3,33.8,19.6
CUS-03049,ADV-0059,2,0.0635,10.6,93.7,87.7,76.9,59.2,45.5,35.0,20.7
CUS-03049,ADV-0040,3,0.0625,10.7,93.7,87.9,77.2,59.7,46.1,35.6,21.2
CUS-03050,ADV-0091,1,0.0399,17.0,96.0,92.2,85.0,72.2,61.4,52.1,37.6
CUS-03050,ADV-0023,2,0.0402,16.9,96.0,92.1,84.9,72.0,61.1,51.9,37.4
CUS-03050,ADV-0071,3,0.0411,16.5,95.9,91.9,84.5,71.5,60.4,51.1,36.5
CUS-03051,ADV-0205,1,0.056,12.0,94.4,89.1,79.4,63.1,50.1,39.8,25.1
CUS-03051,ADV-0117,2,0.0594,11.3,94.1,88.5,78.3,61.3,48.0,37.5,23.0
CUS-03051,ADV-0077,3,0.0574,11.7,94.3,88.9,79.0,62.3,49.2,38.9,24.2
CUS-03052,ADV-0171,1,0.0283,24.1,97.2,94.4,89.1,79.5,70.8,63.1,50.2
CUS-03052,ADV-0011,2,0.0283,24.2,97.2,94.4,89.2,79.5,70.9,63.2,50.2
CUS-03052,ADV-0186,3,0.0279,24.5,97.2,94.5,89.3,79.8,71.2,63.6,50.7
CUS-03053,ADV-0087,1,0.0448,15.1,95.5,91.2,83.2,69.3,57.7,48.0,33.3
CUS-03053,ADV-0146,2,0.0454,14.9,95.5,91.1,83.0,69.0,57.3,47.6,32.8
CUS-03053,ADV-0169,3,0.0448,15.1,95.5,91.2,83.2,69.3,57.7,48.0,33.3
CUS-03054,ADV-0072,1,0.0424,16.0,95.8,91.7,84.1,70.7,59.4,50.0,35.3
CUS-03054,ADV-0233,2,0.0413,16.4,95.9,91.9,84.5,71.3,60.3,50.9,36.3
CUS-03054,ADV-0211,3,0.0414,16.4,95.9,91.9,84.4,71.3,60.2,50.8,36.2
CUS-03055,ADV-0019,1,0.0298,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.3
CUS-03055,ADV-0047,2,0.0278,24.6,97.2,94.5,89.3,79.8,71.3,63.7,50.9
CUS-03055,ADV-0063,3,0.0291,23.5,97.1,94.3,88.9,79.0,70.2,62.3,49.2
CUS-03056,ADV-0171,1,0.0524,12.9,94.8,89.8,80.6,65.0,52.4,42.3,27.5
CUS-03056,ADV-0011,2,0.0523,12.9,94.8,89.8,80.7,65.1,52.5,42.3,27.5
CUS-03056,ADV-0034,3,0.0533,12.7,94.7,89.6,80.3,64.5,51.9,41.7,26.9
CUS-03057,ADV-0092,1,0.0538,12.5,94.6,89.5,80.2,64.3,51.5,41.3,26.5
CUS-03057,ADV-0044,2,0.0544,12.4,94.6,89.4,79.9,63.9,51.1,40.9,26.1
CUS-03057,ADV-0053,3,0.0522,12.9,94.8,89.8,80.7,65.1,52.5,42.4,27.6
CUS-03058,ADV-0140,1,0.024,28.6,97.6,95.3,90.8,82.4,74.7,67.8,55.9
CUS-03058,ADV-0063,2,0.0239,28.6,97.6,95.3,90.8,82.4,74.8,67.9,55.9
CUS-03058,ADV-0166,3,0.0238,28.8,97.6,95.3,90.8,82.5,74.9,68.0,56.1
CUS-03059,ADV-0140,1,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.8,47.4
CUS-03059,ADV-0095,2,0.03,22.7,97.0,94.1,88.5,78.4,69.4,61.4,48.1
CUS-03059,ADV-0063,3,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.9,47.5
CUS-03060,ADV-0009,1,0.0264,25.9,97.4,94.8,89.8,80.7,72.5,65.1,52.6
CUS-03060,ADV-0042,2,0.0257,26.6,97.4,94.9,90.1,81.2,73.2,65.9,53.5
CUS-03060,ADV-0196,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.2
CUS-03061,ADV-0060,1,0.0463,14.6,95.4,91.0,82.7,68.4,56.6,46.8,32.1
CUS-03061,ADV-0100,2,0.0454,14.9,95.5,91.1,83.0,69.0,57.3,47.6,32.8
CUS-03061,ADV-0112,3,0.0439,15.4,95.6,91.4,83.6,69.8,58.3,48.7,34.0
CUS-03062,ADV-0092,1,0.0299,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.3
CUS-03062,ADV-0088,2,0.0303,22.5,97.0,94.0,88.4,78.2,69.1,61.1,47.8
CUS-03062,ADV-0180,3,0.0294,23.2,97.1,94.2,88.7,78.8,69.9,62.0,48.8
CUS-03063,ADV-0206,1,0.0331,20.6,96.7,93.5,87.4,76.4,66.8,58.4,44.6
CUS-03063,ADV-0065,2,0.0326,20.9,96.7,93.6,87.6,76.7,67.2,58.8,45.1
CUS-03063,ADV-0017,3,0.0334,20.4,96.7,93.4,87.3,76.2,66.5,58.0,44.2
CUS-03064,ADV-0060,1,0.0311,22.0,96.9,93.9,88.1,77.7,68.5,60.4,46.9
CUS-03064,ADV-0091,2,0.0307,22.2,96.9,93.9,88.3,77.9,68.7,60.7,47.3
CUS-03064,ADV-0100,3,0.0304,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-03065,ADV-0205,1,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-03065,ADV-0123,2,0.0265,25.8,97.4,94.8,89.8,80.7,72.5,65.1,52.5
CUS-03065,ADV-0018,3,0.0274,24.9,97.3,94.6,89.5,80.0,71.6,64.1,51.3
CUS-03066,ADV-0111,1,0.0136,50.7,98.6,97.3,94.7,89.6,84.9,80.3,72.0
CUS-03066,ADV-0183,2,0.0144,47.7,98.6,97.1,94.4,89.0,84.0,79.3,70.6
CUS-03066,ADV-0155,3,0.0146,47.2,98.5,97.1,94.3,88.9,83.8,79.1,70.3
CUS-03067,ADV-0140,1,0.047,14.4,95.3,90.8,82.5,68.1,56.2,46.3,31.5
CUS-03067,ADV-0064,2,0.0466,14.5,95.3,90.9,82.6,68.3,56.4,46.6,31.8
CUS-03067,ADV-0225,3,0.0477,14.2,95.2,90.7,82.2,67.6,55.6,45.7,30.9
CUS-03068,ADV-0095,1,0.0179,38.4,98.2,96.5,93.0,86.6,80.5,74.9,64.8
CUS-03068,ADV-0155,2,0.0185,37.2,98.2,96.3,92.8,86.1,80.0,74.2,63.9
CUS-03068,ADV-0161,3,0.0172,39.9,98.3,96.6,93.3,87.0,81.2,75.7,65.9
CUS-03069,ADV-0019,1,0.0432,15.7,95.7,91.5,83.8,70.2,58.9,49.3,34.6
CUS-03069,ADV-0096,2,0.0425,16.0,95.8,91.7,84.1,70.7,59.4,49.9,35.3
CUS-03069,ADV-0063,3,0.0421,16.1,95.8,91.8,84.2,70.9,59.7,50.2,35.6
CUS-03070,ADV-0092,1,0.0265,25.8,97.3,94.8,89.8,80.6,72.4,65.0,52.4
CUS-03070,ADV-0094,2,0.0264,25.9,97.4,94.8,89.8,80.7,72.5,65.2,52.6
CUS-03070,ADV-0141,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-03071,ADV-0030,1,0.0597,11.3,94.0,88.4,78.2,61.1,47.8,37.3,22.8
CUS-03071,ADV-0224,2,0.0621,10.8,93.8,88.0,77.4,59.9,46.3,35.8,21.5
CUS-03071,ADV-0040,3,0.0596,11.3,94.0,88.4,78.2,61.2,47.9,37.4,22.9
CUS-03072,ADV-0009,1,0.0311,21.9,96.9,93.9,88.1,77.7,68.4,60.3,46.8
CUS-03072,ADV-0219,2,0.0307,22.2,96.9,94.0,88.3,77.9,68.8,60.7,47.3
CUS-03072,ADV-0125,3,0.0299,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.3
CUS-03073,ADV-0123,1,0.0954,6.9,90.5,81.8,67.0,44.9,30.0,20.1,9.0
CUS-03073,ADV-0233,2,0.0983,6.7,90.2,81.3,66.1,43.7,28.9,19.1,8.3
CUS-03073,ADV-0246,3,0.0963,6.8,90.4,81.7,66.7,44.5,29.7,19.8,8.8
CUS-03074,ADV-0044,1,0.0265,25.8,97.4,94.8,89.8,80.7,72.5,65.1,52.5
CUS-03074,ADV-0141,2,0.0257,26.6,97.4,94.9,90.1,81.2,73.2,66.0,53.6
CUS-03074,ADV-0163,3,0.0267,25.6,97.3,94.7,89.7,80.5,72.2,64.8,52.2
CUS-03075,ADV-0069,1,0.029,23.6,97.1,94.3,88.9,79.0,70.3,62.5,49.4
CUS-03075,ADV-0187,2,0.0296,23.1,97.0,94.2,88.7,78.6,69.7,61.8,48.6
CUS-03075,ADV-0125,3,0.0285,23.9,97.1,94.4,89.1,79.3,70.6,62.9,49.9
CUS-03076,ADV-0038,1,0.029,23.5,97.1,94.3,88.9,79.0,70.2,62.4,49.3
CUS-03076,ADV-0209,2,0.0299,22.9,97.0,94.1,88.6,78.5,69.5,61.6,48.3
CUS-03076,ADV-0045,3,0.0285,24.0,97.2,94.4,89.1,79.4,70.7,63.0,50.0
CUS-03077,ADV-0088,1,0.0414,16.4,95.9,91.9,84.4,71.3,60.2,50.8,36.2
CUS-03077,ADV-0154,2,0.0399,17.0,96.0,92.2,85.0,72.2,61.4,52.1,37.7
CUS-03077,ADV-0141,3,0.04,17.0,96.0,92.2,84.9,72.1,61.2,52.0,37.5
CUS-03078,ADV-0092,1,0.0386,17.6,96.1,92.4,85.4,73.0,62.3,53.3,38.9
CUS-03078,ADV-0094,2,0.0384,17.7,96.2,92.5,85.5,73.1,62.5,53.4,39.0
CUS-03078,ADV-0103,3,0.0377,18.0,96.2,92.6,85.7,73.5,63.0,54.0,39.7
CUS-03079,ADV-0061,1,0.0369,18.4,96.3,92.8,86.0,74.0,63.7,54.8,40.5
CUS-03079,ADV-0086,2,0.0382,17.8,96.2,92.5,85.6,73.2,62.7,53.6,39.3
CUS-03079,ADV-0065,3,0.0366,18.6,96.3,92.8,86.1,74.2,63.9,55.0,40.8
CUS-03080,ADV-0060,1,0.0325,21.0,96.7,93.6,87.6,76.8,67.2,58.9,45.2
CUS-03080,ADV-0134,2,0.033,20.7,96.7,93.5,87.4,76.5,66.8,58.5,44.7
CUS-03080,ADV-0112,3,0.0309,22.1,96.9,93.9,88.2,77.8,68.6,60.5,47.1
CUS-03081,ADV-0028,1,0.0678,9.9,93.2,86.9,75.5,57.0,43.1,32.5,18.5
CUS-03081,ADV-0116,2,0.0686,9.8,93.1,86.7,75.3,56.6,42.6,32.1,18.2
CUS-03081,ADV-0204,3,0.0689,9.7,93.1,86.7,75.2,56.5,42.4,31.9,18.0
CUS-03082,ADV-0071,1,0.0412,16.5,95.9,91.9,84.5,71.4,60.3,51.0,36.4
CUS-03082,ADV-0162,2,0.0389,17.5,96.1,92.4,85.3,72.8,62.1,53.0,38.6
CUS-03082,ADV-0037,3,0.0415,16.3,95.8,91.9,84.4,71.2,60.1,50.7,36.1
CUS-03083,ADV-0008,1,0.0248,27.6,97.5,95.1,90.4,81.8,74.0,66.9,54.7
CUS-03083,ADV-0219,2,0.0262,26.1,97.4,94.8,89.9,80.8,72.7,65.4,52.8
CUS-03083,ADV-0172,3,0.0266,25.7,97.3,94.7,89.8,80.6,72.4,65.0,52.4
CUS-03084,ADV-0146,1,0.065,10.3,93.5,87.4,76.4,58.4,44.6,34.1,19.9
CUS-03084,ADV-0123,2,0.0611,11.0,93.9,88.2,77.7,60.4,47.0,36.5,22.0
CUS-03084,ADV-0018,3,0.0633,10.6,93.7,87.7,77.0,59.3,45.6,35.1,20.8
