customer_id,journey_id,polarity,feature,contribution
CUS-01473,JNY-01473,negative,Sector demand,-0.04
CUS-01473,JNY-01473,negative,Region demand,-0.02
CUS-01474,JNY-01474,positive,CV progress,0.634
CUS-01474,JNY-01474,positive,SMS reply rate,0.586
CUS-01474,JNY-01474,positive,Vacancies engaged,0.48
CUS-01474,JNY-01474,negative,Open barriers,-1.6
CUS-01474,JNY-01474,negative,Region demand,-0.032
CUS-01474,JNY-01474,negative,Action plan completion,0.0
CUS-01475,JNY-01475,positive,SMS reply rate,1.148
CUS-01475,JNY-01475,positive,CV progress,0.956
CUS-01475,JNY-01475,positive,Vacancies engaged,0.8
CUS-01475,JNY-01475,negative,Open barriers,-0.0
CUS-01475,JNY-01475,negative,Region demand,0.072
CUS-01475,JNY-01475,negative,Sector demand,0.125
CUS-01476,JNY-01476,positive,CV progress,0.603
CUS-01476,JNY-01476,positive,SMS reply rate,0.394
CUS-01476,JNY-01476,positive,Adviser sessions attended,0.35
CUS-01476,JNY-01476,negative,Open barriers,-1.2
CUS-01476,JNY-01476,negative,Vacancies engaged,0.0
CUS-01476,JNY-01476,negative,Region demand,0.072
CUS-01477,JNY-01477,positive,SMS reply rate,0.662
CUS-01477,JNY-01477,positive,Adviser sessions attended,0.35
CUS-01477,JNY-01477,positive,CV progress,0.216
CUS-01477,JNY-01477,negative,Open barriers,-1.2
CUS-01477,JNY-01477,negative,Sector demand,-0.075
CUS-01477,JNY-01477,negative,Region demand,-0.02
CUS-01478,JNY-01478,positive,CV progress,1.287
CUS-01478,JNY-01478,positive,SMS reply rate,0.93
CUS-01478,JNY-01478,positive,Push open rate,0.778
CUS-01478,JNY-01478,negative,Open barriers,-0.4
CUS-01478,JNY-01478,negative,Sector demand,0.0
CUS-01478,JNY-01478,negative,Region demand,0.072
CUS-01479,JNY-01479,positive,SMS reply rate,0.646
CUS-01479,JNY-01479,positive,Adviser sessions attended,0.35
CUS-01479,JNY-01479,positive,CV progress,0.347
CUS-01479,JNY-01479,negative,Open barriers,-1.2
CUS-01479,JNY-01479,negative,Action plan completion,0.0
CUS-01479,JNY-01479,negative,Sector demand,0.0
CUS-01480,JNY-01480,positive,SMS reply rate,0.372
CUS-01480,JNY-01480,positive,Adviser sessions attended,0.35
CUS-01480,JNY-01480,positive,Action plan completion,0.3
CUS-01480,JNY-01480,negative,Open barriers,-1.6
CUS-01480,JNY-01480,negative,Region demand,-0.02
CUS-01480,JNY-01480,negative,Vacancies engaged,0.0
CUS-01481,JNY-01481,positive,SMS reply rate,0.458
CUS-01481,JNY-01481,positive,Push open rate,0.402
CUS-01481,JNY-01481,positive,Vacancies engaged,0.32
CUS-01481,JNY-01481,negative,Open barriers,-0.8
CUS-01481,JNY-01481,negative,Region demand,-0.048
CUS-01481,JNY-01481,negative,Sector demand,-0.01
CUS-01482,JNY-01482,positive,CV progress,0.581
CUS-01482,JNY-01482,positive,SMS reply rate,0.574
CUS-01482,JNY-01482,positive,Push open rate,0.365
CUS-01482,JNY-01482,negative,Open barriers,-1.6
CUS-01482,JNY-01482,negative,Sector demand,0.025
CUS-01482,JNY-01482,negative,Region demand,0.04
CUS-01483,JNY-01483,positive,CV progress,0.416
CUS-01483,JNY-01483,positive,Push open rate,0.385
CUS-01483,JNY-01483,positive,SMS reply rate,0.23
CUS-01483,JNY-01483,negative,Open barriers,-0.8
CUS-01483,JNY-01483,negative,Region demand,-0.048
CUS-01483,JNY-01483,negative,Action plan completion,0.0
CUS-01484,JNY-01484,positive,SMS reply rate,1.386
CUS-01484,JNY-01484,positive,CV progress,1.105
CUS-01484,JNY-01484,positive,Adviser sessions attended,0.7
CUS-01484,JNY-01484,negative,Sector demand,-0.05
CUS-01484,JNY-01484,negative,Region demand,-0.048
CUS-01484,JNY-01484,negative,Open barriers,-0.0
CUS-01485,JNY-01485,positive,CV progress,0.646
CUS-01485,JNY-01485,positive,SMS reply rate,0.406
CUS-01485,JNY-01485,positive,Adviser sessions attended,0.35
CUS-01485,JNY-01485,negative,Open barriers,-0.8
CUS-01485,JNY-01485,negative,Action plan completion,0.0
CUS-01485,JNY-01485,negative,Vacancies engaged,0.0
CUS-01486,JNY-01486,positive,SMS reply rate,0.38
CUS-01486,JNY-01486,positive,CV progress,0.34
CUS-01486,JNY-01486,positive,Push open rate,0.174
CUS-01486,JNY-01486,negative,Open barriers,-0.8
CUS-01486,JNY-01486,negative,Region demand,-0.048
CUS-01486,JNY-01486,negative,Sector demand,-0.04
CUS-01487,JNY-01487,positive,SMS reply rate,1.928
CUS-01487,JNY-01487,positive,CV progress,1.719
CUS-01487,JNY-01487,positive,Vacancies engaged,1.44
CUS-01487,JNY-01487,negative,Region demand,-0.032
CUS-01487,JNY-01487,negative,Open barriers,-0.0
CUS-01487,JNY-01487,negative,Sector demand,0.15
CUS-01488,JNY-01488,positive,SMS reply rate,0.732
CUS-01488,JNY-01488,positive,CV progress,0.594
CUS-01488,JNY-01488,positive,Adviser sessions attended,0.35
CUS-01488,JNY-01488,negative,Open barriers,-1.6
CUS-01488,JNY-01488,negative,Action plan completion,0.0
CUS-01488,JNY-01488,negative,Vacancies engaged,0.0
CUS-01489,JNY-01489,positive,CV progress,0.662
CUS-01489,JNY-01489,positive,SMS reply rate,0.632
CUS-01489,JNY-01489,positive,Push open rate,0.268
CUS-01489,JNY-01489,negative,Open barriers,-1.2
CUS-01489,JNY-01489,negative,Sector demand,-0.075
CUS-01489,JNY-01489,negative,Action plan completion,0.0
CUS-01490,JNY-01490,positive,SMS reply rate,1.768
CUS-01490,JNY-01490,positive,CV progress,1.6
CUS-01490,JNY-01490,positive,Vacancies engaged,1.44
CUS-01490,JNY-01490,negative,Open barriers,-0.0
CUS-01490,JNY-01490,negative,Region demand,0.072
CUS-01490,JNY-01490,negative,Sector demand,0.15
CUS-01491,JNY-01491,positive,CV progress,0.383
CUS-01491,JNY-01491,positive,Push open rate,0.366
CUS-01491,JNY-01491,positive,Adviser sessions attended,0.35
CUS-01491,JNY-01491,negative,Open barriers,-1.2
CUS-01491,JNY-01491,negative,Action plan completion,0.0
CUS-01491,JNY-01491,negative,Region demand,0.072
CUS-01492,JNY-01492,positive,SMS reply rate,0.746
CUS-01492,JNY-01492,positive,Push open rate,0.396
CUS-01492,JNY-01492,positive,CV progress,0.351
CUS-01492,JNY-01492,negative,Open barriers,-1.2
CUS-01492,JNY-01492,negative,Sector demand,-0.075
CUS-01492,JNY-01492,negative,Action plan completion,0.0
CUS-01493,JNY-01493,positive,SMS reply rate,0.508
CUS-01493,JNY-01493,positive,Adviser sessions attended,0.35
CUS-01493,JNY-01493,positive,Vacancies engaged,0.32
CUS-01493,JNY-01493,negative,Open barriers,-1.2
CUS-01493,JNY-01493,negative,Region demand,-0.032
CUS-01493,JNY-01493,negative,Action plan completion,0.0
CUS-01494,JNY-01494,positive,CV progress,1.082
CUS-01494,JNY-01494,positive,SMS reply rate,0.924
CUS-01494,JNY-01494,positive,Vacancies engaged,0.8
CUS-01494,JNY-01494,negative,Open barriers,-0.0
CUS-01494,JNY-01494,negative,Region demand,0.072
CUS-01494,JNY-01494,negative,Sector demand,0.125
CUS-01495,JNY-01495,positive,CV progress,0.398
CUS-01495,JNY-01495,positive,Action plan completion,0.3
CUS-01495,JNY-01495,positive,SMS reply rate,0.296
CUS-01495,JNY-01495,negative,Open barriers,-0.8
CUS-01495,JNY-01495,negative,Region demand,-0.048
CUS-01495,JNY-01495,negative,Vacancies engaged,0.0
CUS-01496,JNY-01496,positive,CV progress,0.706
CUS-01496,JNY-01496,positive,SMS reply rate,0.348
CUS-01496,JNY-01496,positive,Action plan completion,0.3
CUS-01496,JNY-01496,negative,Open barriers,-1.2
CUS-01496,JNY-01496,negative,Vacancies engaged,0.0
CUS-01496,JNY-01496,negative,Adviser sessions attended,0.0
CUS-01497,JNY-01497,positive,SMS reply rate,1.112
CUS-01497,JNY-01497,positive,CV progress,0.812
CUS-01497,JNY-01497,positive,Adviser sessions attended,0.7
CUS-01497,JNY-01497,negative,Region demand,-0.032
CUS-01497,JNY-01497,negative,Open barriers,-0.0
CUS-01497,JNY-01497,negative,Sector demand,0.15
CUS-01498,JNY-01498,positive,CV progress,1.053
CUS-01498,JNY-01498,positive,SMS reply rate,1.032
CUS-01498,JNY-01498,positive,Push open rate,0.718
CUS-01498,JNY-01498,negative,Region demand,-0.048
CUS-01498,JNY-01498,negative,Open barriers,-0.0
CUS-01498,JNY-01498,negative,Sector demand,0.075
CUS-01499,JNY-01499,positive,CV progress,0.43
CUS-01499,JNY-01499,positive,SMS reply rate,0.412
CUS-01499,JNY-01499,positive,Adviser sessions attended,0.35
CUS-01499,JNY-01499,negative,Open barriers,-1.6
CUS-01499,JNY-01499,negative,Action plan completion,0.0
CUS-01499,JNY-01499,negative,Vacancies engaged,0.0
CUS-01500,JNY-01500,positive,CV progress,0.601
CUS-01500,JNY-01500,positive,SMS reply rate,0.442
CUS-01500,JNY-01500,positive,Adviser sessions attended,0.35
CUS-01500,JNY-01500,negative,Open barriers,-1.6
CUS-01500,JNY-01500,negative,Region demand,-0.02
CUS-01500,JNY-01500,negative,Action plan completion,0.0
CUS-01501,JNY-01501,positive,SMS reply rate,0.748
CUS-01501,JNY-01501,positive,CV progress,0.605
CUS-01501,JNY-01501,positive,Vacancies engaged,0.32
CUS-01501,JNY-01501,negative,Open barriers,-1.6
CUS-01501,JNY-01501,negative,Action plan completion,0.0
CUS-01501,JNY-01501,negative,Adviser sessions attended,0.0
CUS-01502,JNY-01502,positive,CV progress,0.79
CUS-01502,JNY-01502,positive,SMS reply rate,0.782
CUS-01502,JNY-01502,positive,Push open rate,0.418
CUS-01502,JNY-01502,negative,Open barriers,-1.2
CUS-01502,JNY-01502,negative,Region demand,-0.032
CUS-01502,JNY-01502,negative,Action plan completion,0.0
CUS-01503,JNY-01503,positive,SMS reply rate,0.772
CUS-01503,JNY-01503,positive,CV progress,0.524
CUS-01503,JNY-01503,positive,Vacancies engaged,0.48
CUS-01503,JNY-01503,negative,Open barriers,-1.2
CUS-01503,JNY-01503,negative,Region demand,-0.02
CUS-01503,JNY-01503,negative,Action plan completion,0.0
CUS-01504,JNY-01504,positive,SMS reply rate,0.79
CUS-01504,JNY-01504,positive,CV progress,0.572
CUS-01504,JNY-01504,positive,Action plan completion,0.3
CUS-01504,JNY-01504,negative,Open barriers,-1.2
CUS-01504,JNY-01504,negative,Region demand,-0.048
CUS-01504,JNY-01504,negative,Vacancies engaged,0.0
CUS-01505,JNY-01505,positive,CV progress,1.127
CUS-01505,JNY-01505,positive,SMS reply rate,1.044
CUS-01505,JNY-01505,positive,Push open rate,0.697
CUS-01505,JNY-01505,negative,Region demand,-0.048
CUS-01505,JNY-01505,negative,Open barriers,-0.0
CUS-01505,JNY-01505,negative,Sector demand,0.025
CUS-01506,JNY-01506,positive,CV progress,0.731
CUS-01506,JNY-01506,positive,Vacancies engaged,0.48
CUS-01506,JNY-01506,positive,SMS reply rate,0.314
CUS-01506,JNY-01506,negative,Open barriers,-1.2
CUS-01506,JNY-01506,negative,Action plan completion,0.0
CUS-01506,JNY-01506,negative,Adviser sessions attended,0.0
CUS-01507,JNY-01507,positive,Vacancies engaged,0.48
CUS-01507,JNY-01507,positive,SMS reply rate,0.48
CUS-01507,JNY-01507,positive,CV progress,0.41
CUS-01507,JNY-01507,negative,Open barriers,-0.8
CUS-01507,JNY-01507,negative,Sector demand,-0.075
CUS-01507,JNY-01507,negative,Region demand,-0.032
CUS-01508,JNY-01508,positive,CV progress,1.003
CUS-01508,JNY-01508,positive,SMS reply rate,0.97
CUS-01508,JNY-01508,positive,Adviser sessions attended,0.7
CUS-01508,JNY-01508,negative,Open barriers,-0.4
CUS-01508,JNY-01508,negative,Region demand,-0.032
CUS-01508,JNY-01508,negative,Sector demand,0.075
CUS-01509,JNY-01509,positive,CV progress,1.235
CUS-01509,JNY-01509,positive,SMS reply rate,1.232
CUS-01509,JNY-01509,positive,Adviser sessions attended,0.7
CUS-01509,JNY-01509,negative,Open barriers,-0.4
CUS-01509,JNY-01509,negative,Region demand,0.072
CUS-01509,JNY-01509,negative,Sector demand,0.075
CUS-01510,JNY-01510,positive,SMS reply rate,0.932
CUS-01510,JNY-01510,positive,CV progress,0.738
CUS-01510,JNY-01510,positive,Adviser sessions attended,0.7
CUS-01510,JNY-01510,negative,Open barriers,-0.4
CUS-01510,JNY-01510,negative,Region demand,0.072
CUS-01510,JNY-01510,negative,Sector demand,0.075
CUS-01511,JNY-01511,positive,SMS reply rate,0.486
CUS-01511,JNY-01511,positive,Adviser sessions attended,0.35
CUS-01511,JNY-01511,positive,Vacancies engaged,0.32
CUS-01511,JNY-01511,negative,Open barriers,-1.6
CUS-01511,JNY-01511,negative,Sector demand,-0.075
CUS-01511,JNY-01511,negative,Region demand,0.072
CUS-01512,JNY-01512,positive,SMS reply rate,0.712
CUS-01512,JNY-01512,positive,CV progress,0.697
CUS-01512,JNY-01512,positive,Adviser sessions attended,0.35
CUS-01512,JNY-01512,negative,Open barriers,-1.2
CUS-01512,JNY-01512,negative,Region demand,-0.048
CUS-01512,JNY-01512,negative,Sector demand,-0.04
CUS-01513,JNY-01513,positive,SMS reply rate,0.546
CUS-01513,JNY-01513,positive,CV progress,0.486
CUS-01513,JNY-01513,positive,Push open rate,0.102
CUS-01513,JNY-01513,negative,Open barriers,-1.6
CUS-01513,JNY-01513,negative,Action plan completion,0.0
CUS-01513,JNY-01513,negative,Vacancies engaged,0.0
CUS-01514,JNY-01514,positive,CV progress,1.332
CUS-01514,JNY-01514,positive,SMS reply rate,0.918
CUS-01514,JNY-01514,positive,Adviser sessions attended,0.7
CUS-01514,JNY-01514,negative,Sector demand,-0.075
CUS-01514,JNY-01514,negative,Region demand,-0.048
CUS-01514,JNY-01514,negative,Open barriers,-0.0
CUS-01515,JNY-01515,positive,SMS reply rate,1.374
CUS-01515,JNY-01515,positive,CV progress,1.251
CUS-01515,JNY-01515,positive,Push open rate,0.7
CUS-01515,JNY-01515,negative,Open barriers,-0.4
CUS-01515,JNY-01515,negative,Region demand,-0.02
CUS-01515,JNY-01515,negative,Sector demand,0.025
CUS-01516,JNY-01516,positive,SMS reply rate,1.278
CUS-01516,JNY-01516,positive,CV progress,1.08
CUS-01516,JNY-01516,positive,Adviser sessions attended,0.7
CUS-01516,JNY-01516,negative,Region demand,-0.032
CUS-01516,JNY-01516,negative,Open barriers,-0.0
CUS-01516,JNY-01516,negative,Sector demand,0.05
CUS-01517,JNY-01517,positive,Vacancies engaged,0.48
CUS-01517,JNY-01517,positive,Adviser sessions attended,0.35
CUS-01517,JNY-01517,positive,Action plan completion,0.3
CUS-01517,JNY-01517,negative,Open barriers,-0.8
CUS-01517,JNY-01517,negative,Region demand,-0.048
CUS-01517,JNY-01517,negative,Push open rate,0.08
CUS-01518,JNY-01518,positive,CV progress,0.702
CUS-01518,JNY-01518,positive,SMS reply rate,0.252
CUS-01518,JNY-01518,positive,Push open rate,0.168
CUS-01518,JNY-01518,negative,Open barriers,-1.2
CUS-01518,JNY-01518,negative,Sector demand,-0.075
CUS-01518,JNY-01518,negative,Region demand,-0.032
CUS-01519,JNY-01519,positive,CV progress,0.805
CUS-01519,JNY-01519,positive,SMS reply rate,0.534
CUS-01519,JNY-01519,positive,Vacancies engaged,0.48
CUS-01519,JNY-01519,negative,Open barriers,-1.2
CUS-01519,JNY-01519,negative,Region demand,-0.048
CUS-01519,JNY-01519,negative,Sector demand,0.0
CUS-01520,JNY-01520,positive,CV progress,0.686
CUS-01520,JNY-01520,positive,Push open rate,0.406
CUS-01520,JNY-01520,positive,SMS reply rate,0.39
CUS-01520,JNY-01520,negative,Open barriers,-1.2
CUS-01520,JNY-01520,negative,Region demand,-0.032
CUS-01520,JNY-01520,negative,Action plan completion,0.0
CUS-01521,JNY-01521,positive,CV progress,1.719
CUS-01521,JNY-01521,positive,SMS reply rate,1.614
CUS-01521,JNY-01521,positive,Vacancies engaged,1.12
CUS-01521,JNY-01521,negative,Region demand,-0.032
CUS-01521,JNY-01521,negative,Open barriers,-0.0
CUS-01521,JNY-01521,negative,Sector demand,0.075
CUS-01522,JNY-01522,positive,SMS reply rate,0.758
CUS-01522,JNY-01522,positive,Adviser sessions attended,0.35
CUS-01522,JNY-01522,positive,Push open rate,0.308
CUS-01522,JNY-01522,negative,Open barriers,-0.8
CUS-01522,JNY-01522,negative,Region demand,-0.02
CUS-01522,JNY-01522,negative,Sector demand,0.05
CUS-01523,JNY-01523,positive,CV progress,1.76
CUS-01523,JNY-01523,positive,SMS reply rate,1.758
CUS-01523,JNY-01523,positive,Vacancies engaged,0.96
CUS-01523,JNY-01523,negative,Region demand,-0.02
CUS-01523,JNY-01523,negative,Open barriers,-0.0
CUS-01523,JNY-01523,negative,Sector demand,0.125
CUS-01524,JNY-01524,positive,CV progress,0.63
CUS-01524,JNY-01524,positive,SMS reply rate,0.606
CUS-01524,JNY-01524,positive,Vacancies engaged,0.32
CUS-01524,JNY-01524,negative,Open barriers,-1.6
CUS-01524,JNY-01524,negative,Sector demand,-0.01
CUS-01524,JNY-01524,negative,Adviser sessions attended,0.0
CUS-01525,JNY-01525,positive,SMS reply rate,1.248
CUS-01525,JNY-01525,positive,CV progress,1.019
CUS-01525,JNY-01525,positive,Adviser sessions attended,0.7
CUS-01525,JNY-01525,negative,Region demand,-0.02
CUS-01525,JNY-01525,negative,Open barriers,-0.0
CUS-01525,JNY-01525,negative,Sector demand,0.025
CUS-01526,JNY-01526,positive,SMS reply rate,1.952
CUS-01526,JNY-01526,positive,CV progress,1.589
CUS-01526,JNY-01526,positive,Adviser sessions attended,1.05
CUS-01526,JNY-01526,negative,Region demand,-0.032
CUS-01526,JNY-01526,negative,Open barriers,-0.0
CUS-01526,JNY-01526,negative,Sector demand,0.125
CUS-01527,JNY-01527,positive,CV progress,0.72
CUS-01527,JNY-01527,positive,SMS reply rate,0.708
CUS-01527,JNY-01527,positive,Push open rate,0.368
CUS-01527,JNY-01527,negative,Open barriers,-0.8
CUS-01527,JNY-01527,negative,Region demand,-0.048
CUS-01527,JNY-01527,negative,Sector demand,-0.01
CUS-01528,JNY-01528,positive,CV progress,0.628
CUS-01528,JNY-01528,positive,Adviser sessions attended,0.35
CUS-01528,JNY-01528,positive,SMS reply rate,0.248
CUS-01528,JNY-01528,negative,Open barriers,-1.6
CUS-01528,JNY-01528,negative,Region demand,-0.032
CUS-01528,JNY-01528,negative,Action plan completion,0.0
CUS-01529,JNY-01529,positive,Vacancies engaged,0.48
CUS-01529,JNY-01529,positive,Adviser sessions attended,0.35
CUS-01529,JNY-01529,positive,CV progress,0.268
CUS-01529,JNY-01529,negative,Open barriers,-1.6
CUS-01529,JNY-01529,negative,Region demand,-0.048
CUS-01529,JNY-01529,negative,Action plan completion,0.0
CUS-01530,JNY-01530,positive,SMS reply rate,0.406
CUS-01530,JNY-01530,positive,Adviser sessions attended,0.35
CUS-01530,JNY-01530,positive,Action plan completion,0.3
CUS-01530,JNY-01530,negative,Open barriers,-1.6
CUS-01530,JNY-01530,negative,Sector demand,0.0
CUS-01530,JNY-01530,negative,Region demand,0.072
CUS-01531,JNY-01531,positive,SMS reply rate,1.324
CUS-01531,JNY-01531,positive,CV progress,1.314
CUS-01531,JNY-01531,positive,Adviser sessions attended,0.7
CUS-01531,JNY-01531,negative,Region demand,-0.032
CUS-01531,JNY-01531,negative,Open barriers,-0.0
CUS-01531,JNY-01531,negative,Sector demand,0.15
CUS-01532,JNY-01532,positive,SMS reply rate,0.796
CUS-01532,JNY-01532,positive,CV progress,0.736
CUS-01532,JNY-01532,positive,Adviser sessions attended,0.35
CUS-01532,JNY-01532,negative,Open barriers,-1.2
CUS-01532,JNY-01532,negative,Vacancies engaged,0.0
CUS-01532,JNY-01532,negative,Sector demand,0.0
CUS-01533,JNY-01533,positive,CV progress,0.644
CUS-01533,JNY-01533,positive,SMS reply rate,0.57
CUS-01533,JNY-01533,positive,Push open rate,0.401
CUS-01533,JNY-01533,negative,Open barriers,-0.8
CUS-01533,JNY-01533,negative,Sector demand,-0.075
CUS-01533,JNY-01533,negative,Region demand,-0.02
CUS-01534,JNY-01534,positive,SMS reply rate,1.752
CUS-01534,JNY-01534,positive,CV progress,1.618
CUS-01534,JNY-01534,positive,Vacancies engaged,1.44
CUS-01534,JNY-01534,negative,Region demand,-0.032
CUS-01534,JNY-01534,negative,Open barriers,-0.0
CUS-01534,JNY-01534,negative,Sector demand,0.125
CUS-01535,JNY-01535,positive,SMS reply rate,1.378
CUS-01535,JNY-01535,positive,CV progress,0.733
CUS-01535,JNY-01535,positive,Adviser sessions attended,0.7
CUS-01535,JNY-01535,negative,Region demand,-0.032
CUS-01535,JNY-01535,negative,Open barriers,-0.0
CUS-01535,JNY-01535,negative,Sector demand,0.0
CUS-01536,JNY-01536,positive,SMS reply rate,0.672
CUS-01536,JNY-01536,positive,CV progress,0.358
CUS-01536,JNY-01536,positive,Adviser sessions attended,0.35
CUS-01536,JNY-01536,negative,Open barriers,-1.6
CUS-01536,JNY-01536,negative,Region demand,-0.032
CUS-01536,JNY-01536,negative,Action plan completion,0.0
CUS-01537,JNY-01537,positive,SMS reply rate,1.174
CUS-01537,JNY-01537,positive,CV progress,0.905
CUS-01537,JNY-01537,positive,Adviser sessions attended,0.7
CUS-01537,JNY-01537,negative,Region demand,-0.048
CUS-01537,JNY-01537,negative,Open barriers,-0.0
CUS-01537,JNY-01537,negative,Sector demand,0.125
CUS-01538,JNY-01538,positive,CV progress,0.673
CUS-01538,JNY-01538,positive,Adviser sessions attended,0.35
CUS-01538,JNY-01538,positive,Vacancies engaged,0.32
CUS-01538,JNY-01538,negative,Open barriers,-1.2
CUS-01538,JNY-01538,negative,Action plan completion,0.0
CUS-01538,JNY-01538,negative,Sector demand,0.0
CUS-01539,JNY-01539,positive,CV progress,0.716
CUS-01539,JNY-01539,positive,SMS reply rate,0.55
CUS-01539,JNY-01539,positive,Adviser sessions attended,0.35
CUS-01539,JNY-01539,negative,Open barriers,-0.8
CUS-01539,JNY-01539,negative,Region demand,-0.048
CUS-01539,JNY-01539,negative,Sector demand,0.0
CUS-01540,JNY-01540,positive,CV progress,0.648
CUS-01540,JNY-01540,positive,SMS reply rate,0.602
CUS-01540,JNY-01540,positive,Vacancies engaged,0.32
CUS-01540,JNY-01540,negative,Open barriers,-0.8
CUS-01540,JNY-01540,negative,Sector demand,-0.075
CUS-01540,JNY-01540,negative,Region demand,-0.02
CUS-01541,JNY-01541,positive,CV progress,0.598
CUS-01541,JNY-01541,positive,SMS reply rate,0.394
CUS-01541,JNY-01541,positive,Adviser sessions attended,0.35
CUS-01541,JNY-01541,negative,Open barriers,-0.8
CUS-01541,JNY-01541,negative,Region demand,-0.032
CUS-01541,JNY-01541,negative,Action plan completion,0.0
CUS-01542,JNY-01542,positive,SMS reply rate,0.736
CUS-01542,JNY-01542,positive,Vacancies engaged,0.48
CUS-01542,JNY-01542,positive,Adviser sessions attended,0.35
CUS-01542,JNY-01542,negative,Open barriers,-0.8
CUS-01542,JNY-01542,negative,Sector demand,0.0
CUS-01542,JNY-01542,negative,Region demand,0.072
CUS-01543,JNY-01543,positive,SMS reply rate,1.382
CUS-01543,JNY-01543,positive,CV progress,0.994
CUS-01543,JNY-01543,positive,Push open rate,0.74
CUS-01543,JNY-01543,negative,Region demand,-0.032
CUS-01543,JNY-01543,negative,Open barriers,-0.0
CUS-01543,JNY-01543,negative,Sector demand,0.15
CUS-01544,JNY-01544,positive,SMS reply rate,1.294
CUS-01544,JNY-01544,positive,CV progress,0.792
CUS-01544,JNY-01544,positive,Push open rate,0.704
CUS-01544,JNY-01544,negative,Open barriers,-0.4
CUS-01544,JNY-01544,negative,Sector demand,-0.04
CUS-01544,JNY-01544,negative,Region demand,0.072
CUS-01545,JNY-01545,positive,Vacancies engaged,1.92
CUS-01545,JNY-01545,positive,SMS reply rate,1.748
CUS-01545,JNY-01545,positive,CV progress,1.552
CUS-01545,JNY-01545,negative,Open barriers,-0.0
CUS-01545,JNY-01545,negative,Region demand,0.072
CUS-01545,JNY-01545,negative,Sector demand,0.15
CUS-01546,JNY-01546,positive,SMS reply rate,0.574
CUS-01546,JNY-01546,positive,Adviser sessions attended,0.35
CUS-01546,JNY-01546,positive,CV progress,0.319
CUS-01546,JNY-01546,negative,Open barriers,-1.6
CUS-01546,JNY-01546,negative,Region demand,-0.032
CUS-01546,JNY-01546,negative,Action plan completion,0.0
CUS-01547,JNY-01547,positive,SMS reply rate,0.76
CUS-01547,JNY-01547,positive,CV progress,0.707
CUS-01547,JNY-01547,positive,Vacancies engaged,0.32
CUS-01547,JNY-01547,negative,Open barriers,-1.6
CUS-01547,JNY-01547,negative,Action plan completion,0.0
CUS-01547,JNY-01547,negative,Adviser sessions attended,0.0
CUS-01548,JNY-01548,positive,Vacancies engaged,0.48
CUS-01548,JNY-01548,positive,SMS reply rate,0.452
CUS-01548,JNY-01548,positive,CV progress,0.299
CUS-01548,JNY-01548,negative,Open barriers,-0.8
CUS-01548,JNY-01548,negative,Action plan completion,0.0
CUS-01548,JNY-01548,negative,Adviser sessions attended,0.0
CUS-01549,JNY-01549,positive,CV progress,0.515
CUS-01549,JNY-01549,positive,SMS reply rate,0.426
CUS-01549,JNY-01549,positive,Push open rate,0.374
CUS-01549,JNY-01549,negative,Open barriers,-1.2
CUS-01549,JNY-01549,negative,Sector demand,-0.04
CUS-01549,JNY-01549,negative,Region demand,-0.032
CUS-01550,JNY-01550,positive,SMS reply rate,1.82
CUS-01550,JNY-01550,positive,Vacancies engaged,1.76
CUS-01550,JNY-01550,positive,CV progress,1.712
CUS-01550,JNY-01550,negative,Region demand,-0.02
CUS-01550,JNY-01550,negative,Open barriers,-0.0
CUS-01550,JNY-01550,negative,Sector demand,0.15
CUS-01551,JNY-01551,positive,SMS reply rate,0.526
CUS-01551,JNY-01551,positive,CV progress,0.448
CUS-01551,JNY-01551,positive,Adviser sessions attended,0.35
CUS-01551,JNY-01551,negative,Open barriers,-0.8
CUS-01551,JNY-01551,negative,Sector demand,-0.04
CUS-01551,JNY-01551,negative,Action plan completion,0.0
CUS-01552,JNY-01552,positive,SMS reply rate,1.398
CUS-01552,JNY-01552,positive,CV progress,1.246
CUS-01552,JNY-01552,positive,Push open rate,0.677
CUS-01552,JNY-01552,negative,Open barriers,-0.4
CUS-01552,JNY-01552,negative,Region demand,-0.02
CUS-01552,JNY-01552,negative,Sector demand,0.05
CUS-01553,JNY-01553,positive,SMS reply rate,0.706
CUS-01553,JNY-01553,positive,Adviser sessions attended,0.35
CUS-01553,JNY-01553,positive,Vacancies engaged,0.32
CUS-01553,JNY-01553,negative,Open barriers,-0.8
CUS-01553,JNY-01553,negative,Region demand,-0.048
CUS-01553,JNY-01553,negative,Sector demand,0.15
CUS-01554,JNY-01554,positive,SMS reply rate,1.172
CUS-01554,JNY-01554,positive,CV progress,0.947
CUS-01554,JNY-01554,positive,Vacancies engaged,0.8
CUS-01554,JNY-01554,negative,Open barriers,-0.0
CUS-01554,JNY-01554,negative,Region demand,0.04
CUS-01554,JNY-01554,negative,Sector demand,0.15
CUS-01555,JNY-01555,positive,SMS reply rate,0.72
CUS-01555,JNY-01555,positive,Adviser sessions attended,0.35
CUS-01555,JNY-01555,positive,Vacancies engaged,0.32
CUS-01555,JNY-01555,negative,Open barriers,-0.8
CUS-01555,JNY-01555,negative,Action plan completion,0.0
CUS-01555,JNY-01555,negative,Sector demand,0.0
CUS-01556,JNY-01556,positive,CV progress,0.745
CUS-01556,JNY-01556,positive,SMS reply rate,0.476
CUS-01556,JNY-01556,positive,Vacancies engaged,0.32
CUS-01556,JNY-01556,negative,Open barriers,-1.6
CUS-01556,JNY-01556,negative,Region demand,-0.048
