journey_id,customer_id,adviser_id,region_key,started_date,current_stage,journey_state,success_probability,scenario_band,outcome,days_to_placement,placed_date,sustainability_pct,sms_reply_pct,push_open_pct,plan_completion_3,cv_progress_pct,vacancies_saved,sessions_attended_3,open_barriers
JNY-01323,CUS-01323,ADV-0176,south-east-london,2025-09-27,insupport,Success,96.0,ontrack,Sustained 6mo+,44,2025-11-10,84,81.0,90.5,3,88.9,5,3,0
JNY-01324,CUS-01324,ADV-0231,derbyshire-notts,2026-01-28,actionplan,Paused,24.9,atrisk,Ongoing,0,1970-01-01,30,36.5,17.7,0,37.5,1,1,3
JNY-01325,CUS-01325,ADV-0238,wales,2025-12-18,insupport,Success,96.6,ontrack,Sustained 6mo+,34,2026-01-21,79,92.1,88.5,3,93.5,12,2,0
JNY-01326,CUS-01326,ADV-0036,south-east-london,2026-03-02,insupport,Success,97.9,ontrack,Sustained 6mo+,42,2026-04-13,74,83.8,91.3,2,90.8,6,2,0
JNY-01327,CUS-01327,ADV-0170,derbyshire-notts,2026-03-30,jobmatch,Failure,17.4,atrisk,Placed - dropped,155,2026-09-01,57,30.5,18.8,1,20.5,3,1,3
JNY-01328,CUS-01328,ADV-0189,south-yorkshire,2026-03-02,referral,Failure,4.5,atrisk,Sanctioned referral,185,2026-09-03,22,37.6,13.0,0,30.1,0,1,4
JNY-01329,CUS-01329,ADV-0202,south-east-london,2025-10-22,insupport,Success,95.5,drifting,Sustained 6mo+,92,2026-01-22,66,51.3,46.2,1,68.7,3,1,0
JNY-01330,CUS-01330,ADV-0078,wales,2026-05-19,nudgeFirstDay,Progressing,72.9,ontrack,Placed - in progress,52,2026-07-10,87,94.3,75.0,3,99.2,12,3,0
JNY-01331,CUS-01331,ADV-0197,south-east-london,2025-10-05,insupport,Success,97.1,drifting,Sustained 6mo+,110,2026-01-23,78,69.9,49.5,2,52.3,2,2,0
JNY-01332,CUS-01332,ADV-0174,south-yorkshire,2025-09-28,referral,Failure,9.7,atrisk,Withdrawn,173,2026-03-20,44,28.0,11.3,1,40.2,3,1,2
JNY-01333,CUS-01333,ADV-0240,wales,2026-04-12,offer,Progressing,83.4,drifting,Placed - in progress,75,2026-06-26,77,67.0,60.5,1,64.7,1,2,0
JNY-01334,CUS-01334,ADV-0159,south-yorkshire,2025-10-09,jobmatch,Regressing,28.3,atrisk,Ongoing,0,1970-01-01,34,17.0,9.3,0,20.8,2,0,3
JNY-01335,CUS-01335,ADV-0135,south-east-london,2026-04-25,actionplan,Failure,3.5,atrisk,Sanctioned referral,103,2026-08-06,29,11.4,23.2,0,42.4,1,0,3
JNY-01336,CUS-01336,ADV-0020,south-yorkshire,2026-03-15,interview,Progressing,88.3,atrisk,Placed - in progress,187,2026-09-18,35,24.5,14.7,0,18.7,2,1,4
JNY-01337,CUS-01337,ADV-0161,wales,2026-04-02,nudgeFirstDay,Progressing,84.2,atrisk,Placed - in progress,201,2026-10-20,29,26.1,33.6,0,16.4,2,1,2
JNY-01338,CUS-01338,ADV-0122,north-london,2026-04-23,jobmatch,Progressing,80.6,drifting,Placed - in progress,75,2026-07-07,67,68.6,57.3,1,54.5,2,2,1
JNY-01339,CUS-01339,ADV-0062,south-east-london,2026-01-22,offer,Progressing,91.3,ontrack,Placed - in progress,41,2026-03-04,87,97.6,86.3,3,97.7,11,2,0
JNY-01340,CUS-01340,ADV-0125,south-yorkshire,2026-02-14,jobmatch,Progressing,81.9,atrisk,Placed - in progress,162,2026-07-26,51,34.7,14.9,0,34.8,2,1,3
JNY-01341,CUS-01341,ADV-0128,derbyshire-notts,2025-10-02,interview,Progressing,78.5,drifting,Placed - in progress,78,2025-12-19,52,49.0,50.7,2,74.6,3,2,0
JNY-01342,CUS-01342,ADV-0098,wales,2025-09-21,actionplan,Failure,7.7,atrisk,Withdrawn,189,2026-03-29,31,11.7,11.7,1,15.6,0,1,2
JNY-01343,CUS-01343,ADV-0013,south-east-london,2025-10-22,insupport,Success,96.9,drifting,Sustained 6mo+,90,2026-01-20,71,69.5,63.9,1,65.9,1,2,0
JNY-01344,CUS-01344,ADV-0151,south-yorkshire,2026-05-10,jobmatch,Failure,24.5,atrisk,Placed - dropped,154,2026-10-11,29,21.1,28.4,1,28.1,0,0,3
JNY-01345,CUS-01345,ADV-0158,derbyshire-notts,2025-12-09,offer,Progressing,91.7,drifting,Placed - in progress,70,2026-02-17,73,46.8,53.8,2,62.5,3,2,0
JNY-01346,CUS-01346,ADV-0027,south-yorkshire,2026-03-03,referral,Failure,26.9,drifting,Placed - dropped,87,2026-05-29,53,49.9,55.4,2,55.5,3,2,0
JNY-01347,CUS-01347,ADV-0149,south-yorkshire,2025-12-14,offer,Progressing,77.7,drifting,Placed - in progress,86,2026-03-10,76,59.4,53.3,1,65.2,5,1,0
JNY-01348,CUS-01348,ADV-0038,wales,2025-11-02,diagnostic,Stalled,33.6,atrisk,Ongoing,0,1970-01-01,26,13.3,21.4,0,14.4,1,0,4
JNY-01349,CUS-01349,ADV-0013,south-east-london,2026-02-14,diagnostic,Stalled,20.5,atrisk,Ongoing,0,1970-01-01,48,27.9,18.3,0,13.2,1,1,3
JNY-01350,CUS-01350,ADV-0016,north-london,2026-05-19,referral,Failure,2.4,atrisk,Sanctioned referral,151,2026-10-17,30,12.6,20.9,1,40.6,3,1,4
JNY-01351,CUS-01351,ADV-0092,north-london,2025-11-18,insupport,Success,98.9,drifting,Sustained 6mo+,119,2026-03-17,65,64.9,60.1,2,71.0,4,2,1
JNY-01352,CUS-01352,ADV-0238,wales,2025-09-10,insupport,Success,99.0,ontrack,Sustained 6mo+,45,2025-10-25,84,89.0,93.2,3,84.6,9,3,0
JNY-01353,CUS-01353,ADV-0177,wales,2025-10-20,actionplan,Stalled,19.2,atrisk,Ongoing,0,1970-01-01,51,11.1,9.0,1,30.8,0,1,3
JNY-01354,CUS-01354,ADV-0214,derbyshire-notts,2026-04-16,actionplan,Failure,6.3,atrisk,Sanctioned referral,193,2026-10-26,35,29.0,31.0,1,21.2,2,0,4
JNY-01355,CUS-01355,ADV-0171,south-yorkshire,2025-12-09,insupport,Success,96.3,ontrack,Sustained 6mo+,53,2026-01-31,89,89.1,82.1,3,99.5,11,3,0
JNY-01356,CUS-01356,ADV-0005,south-yorkshire,2025-11-12,interview,Progressing,88.4,ontrack,Placed - in progress,52,2026-01-03,84,81.0,87.4,3,86.4,11,3,0
JNY-01357,CUS-01357,ADV-0094,north-london,2026-03-09,nudgeFirstDay,Progressing,72.2,atrisk,Placed - in progress,156,2026-08-12,26,24.0,33.8,0,15.6,3,1,3
JNY-01358,CUS-01358,ADV-0056,derbyshire-notts,2026-01-20,diagnostic,Failure,22.1,drifting,Placed - dropped,91,2026-04-21,56,52.9,51.1,1,60.0,2,1,0
JNY-01359,CUS-01359,ADV-0238,wales,2026-05-12,actionplan,Stalled,16.9,atrisk,Ongoing,0,1970-01-01,53,21.7,14.2,0,39.2,1,1,3
JNY-01360,CUS-01360,ADV-0164,south-east-london,2026-02-03,actionplan,Paused,36.8,atrisk,Ongoing,0,1970-01-01,38,15.9,10.3,0,19.6,2,1,2
JNY-01361,CUS-01361,ADV-0151,south-yorkshire,2025-11-12,insupport,Success,96.0,drifting,Sustained 6mo+,75,2026-01-26,57,45.2,49.4,2,50.6,4,2,1
JNY-01362,CUS-01362,ADV-0120,wales,2026-04-24,diagnostic,Failure,12.0,atrisk,Withdrawn,135,2026-09-06,32,20.7,27.4,1,14.4,2,1,2
JNY-01363,CUS-01363,ADV-0097,north-london,2025-10-08,insupport,Success,95.0,ontrack,Sustained 6mo+,37,2025-11-14,88,89.5,85.5,3,97.4,9,2,0
JNY-01364,CUS-01364,ADV-0189,south-yorkshire,2025-09-28,actionplan,Paused,25.4,atrisk,Ongoing,0,1970-01-01,47,11.8,10.4,1,33.5,0,1,4
JNY-01365,CUS-01365,ADV-0236,south-east-london,2026-05-10,jobmatch,Regressing,19.0,atrisk,Ongoing,0,1970-01-01,56,15.9,30.2,0,34.5,0,0,3
JNY-01366,CUS-01366,ADV-0152,derbyshire-notts,2025-10-29,nudgeFirstDay,Progressing,75.8,ontrack,Placed - in progress,45,2025-12-13,90,96.8,83.5,3,84.2,6,2,0
JNY-01367,CUS-01367,ADV-0102,derbyshire-notts,2026-02-11,jobmatch,Failure,10.2,atrisk,Sanctioned referral,151,2026-07-12,36,23.3,6.7,1,43.9,2,1,3
JNY-01368,CUS-01368,ADV-0132,derbyshire-notts,2026-03-14,insupport,Success,95.9,drifting,Sustained 6mo+,112,2026-07-04,66,67.0,60.9,1,55.4,4,2,0
JNY-01369,CUS-01369,ADV-0167,wales,2025-11-11,nudgeFirstDay,Progressing,90.1,atrisk,Placed - in progress,186,2026-05-16,30,14.2,11.4,1,24.2,1,1,4
JNY-01370,CUS-01370,ADV-0246,south-east-london,2026-04-11,jobmatch,Regressing,28.7,atrisk,Ongoing,0,1970-01-01,39,10.7,17.0,0,40.1,2,0,4
JNY-01371,CUS-01371,ADV-0120,wales,2026-01-20,skills,Paused,14.0,atrisk,Ongoing,0,1970-01-01,35,28.9,14.7,0,27.8,1,1,3
JNY-01372,CUS-01372,ADV-0147,south-east-london,2026-03-15,interview,Progressing,83.8,ontrack,Placed - in progress,38,2026-04-22,76,87.8,75.6,3,97.8,10,3,0
JNY-01373,CUS-01373,ADV-0207,south-east-london,2025-09-06,nudgeFirstDay,Progressing,89.5,atrisk,Placed - in progress,92,2025-12-07,49,32.3,23.1,0,15.6,3,0,4
JNY-01374,CUS-01374,ADV-0123,south-east-london,2026-01-14,insupport,Success,98.8,ontrack,Sustained 6mo+,61,2026-03-16,81,90.4,78.9,3,98.0,11,2,0
JNY-01375,CUS-01375,ADV-0061,south-east-london,2025-11-12,diagnostic,Failure,19.9,drifting,Placed - dropped,87,2026-02-07,57,50.8,48.8,2,51.1,4,2,0
JNY-01376,CUS-01376,ADV-0054,south-east-london,2026-03-30,diagnostic,Stalled,24.3,atrisk,Ongoing,0,1970-01-01,39,23.8,34.6,1,36.3,2,0,3
JNY-01377,CUS-01377,ADV-0041,south-east-london,2025-09-01,skills,Paused,14.7,atrisk,Ongoing,0,1970-01-01,39,32.1,24.2,0,18.0,1,1,2
JNY-01378,CUS-01378,ADV-0122,north-london,2025-10-17,actionplan,Failure,6.0,atrisk,Sanctioned referral,176,2026-04-11,52,24.2,13.4,0,39.2,3,1,3
JNY-01379,CUS-01379,ADV-0066,south-east-london,2025-10-28,skills,Failure,15.6,drifting,Placed - dropped,82,2026-01-18,63,63.8,59.2,1,67.9,4,1,1
JNY-01380,CUS-01380,ADV-0138,south-yorkshire,2026-01-22,jobmatch,Failure,18.4,atrisk,Placed - dropped,112,2026-05-14,26,37.0,23.4,0,27.3,3,1,4
JNY-01381,CUS-01381,ADV-0169,south-east-london,2025-11-05,offer,Progressing,85.1,ontrack,Placed - in progress,31,2025-12-06,82,88.6,86.8,2,83.8,8,3,0
JNY-01382,CUS-01382,ADV-0122,north-london,2025-12-11,insupport,Success,96.9,drifting,Sustained 6mo+,112,2026-04-02,60,55.5,57.2,2,44.8,2,2,0
JNY-01383,CUS-01383,ADV-0143,south-east-london,2026-01-20,routerCheck,Regressing,25.6,atrisk,Ongoing,0,1970-01-01,28,39.0,16.9,0,17.0,2,1,2
JNY-01384,CUS-01384,ADV-0235,wales,2025-10-13,diagnostic,Failure,9.7,atrisk,Withdrawn,127,2026-02-17,51,23.9,25.5,0,11.5,0,1,3
JNY-01385,CUS-01385,ADV-0095,wales,2026-03-25,actionplan,Stalled,27.9,atrisk,Ongoing,0,1970-01-01,39,39.2,8.5,1,16.6,0,1,3
JNY-01386,CUS-01386,ADV-0166,wales,2026-02-06,insupport,Success,97.6,drifting,Sustained 6mo+,79,2026-04-26,58,62.1,47.5,1,41.3,3,1,1
JNY-01387,CUS-01387,ADV-0044,north-london,2025-12-03,insupport,Success,97.2,ontrack,Sustained 6mo+,40,2026-01-12,81,96.3,78.4,2,97.1,12,2,0
JNY-01388,CUS-01388,ADV-0156,north-london,2026-01-29,skills,Paused,15.8,atrisk,Ongoing,0,1970-01-01,38,26.6,14.6,0,28.3,2,1,3
JNY-01389,CUS-01389,ADV-0097,north-london,2026-03-11,diagnostic,Failure,32.6,atrisk,Placed - dropped,226,2026-10-23,44,27.1,21.9,1,40.4,0,0,4
JNY-01390,CUS-01390,ADV-0057,south-east-london,2026-04-09,skills,Failure,15.5,atrisk,Placed - dropped,100,2026-07-18,31,30.7,27.7,0,31.4,1,1,4
JNY-01391,CUS-01391,ADV-0002,derbyshire-notts,2026-01-16,offer,Progressing,71.2,atrisk,Placed - in progress,134,2026-05-30,41,19.8,10.2,0,43.1,0,0,3
JNY-01392,CUS-01392,ADV-0123,south-east-london,2025-11-01,actionplan,Paused,32.1,atrisk,Ongoing,0,1970-01-01,29,14.8,25.8,0,27.5,0,1,3
JNY-01393,CUS-01393,ADV-0016,north-london,2026-01-16,skills,Regressing,24.3,atrisk,Ongoing,0,1970-01-01,44,16.0,6.3,0,37.6,1,1,4
JNY-01394,CUS-01394,ADV-0204,north-london,2026-04-21,jobmatch,Regressing,45.2,drifting,Ongoing,0,1970-01-01,57,67.8,50.0,1,48.3,2,1,0
JNY-01395,CUS-01395,ADV-0238,wales,2026-01-07,skills,Stalled,32.0,atrisk,Ongoing,0,1970-01-01,22,39.7,8.2,1,30.6,1,1,3
JNY-01396,CUS-01396,ADV-0044,north-london,2025-09-07,diagnostic,Failure,26.2,atrisk,Placed - dropped,191,2026-03-17,27,21.2,13.7,0,36.5,0,0,4
JNY-01397,CUS-01397,ADV-0144,south-east-london,2025-12-21,insupport,Success,96.4,drifting,Sustained 6mo+,89,2026-03-20,71,61.6,53.6,1,51.1,4,1,0
JNY-01398,CUS-01398,ADV-0242,south-yorkshire,2025-09-27,skills,Stalled,16.3,atrisk,Ongoing,0,1970-01-01,47,33.6,33.8,0,33.6,1,0,3
JNY-01399,CUS-01399,ADV-0171,south-yorkshire,2026-01-17,insupport,Success,97.9,drifting,Sustained 6mo+,64,2026-03-22,66,46.5,57.2,1,58.5,5,1,1
JNY-01400,CUS-01400,ADV-0227,wales,2026-04-16,jobmatch,Progressing,83.5,drifting,Placed - in progress,86,2026-07-11,64,51.3,56.9,1,41.5,4,2,1
JNY-01401,CUS-01401,ADV-0109,wales,2025-09-03,jobmatch,Progressing,74.8,atrisk,Placed - in progress,142,2026-01-23,52,16.5,32.6,0,44.6,0,1,4
JNY-01402,CUS-01402,ADV-0207,south-east-london,2026-01-27,skills,Failure,5.1,atrisk,Withdrawn,164,2026-07-10,22,31.5,23.4,0,25.2,1,1,4
JNY-01403,CUS-01403,ADV-0200,south-east-london,2025-09-30,referral,Failure,15.8,atrisk,Withdrawn,97,2026-01-05,30,15.4,24.5,0,40.7,2,1,2
JNY-01404,CUS-01404,ADV-0070,south-east-london,2026-04-25,insupport,Success,95.5,ontrack,Sustained 6mo+,42,2026-06-06,80,90.3,89.7,3,99.5,8,3,0
JNY-01405,CUS-01405,ADV-0216,north-london,2025-11-16,offer,Progressing,79.0,drifting,Placed - in progress,105,2026-03-01,69,68.8,55.9,1,55.2,4,1,0
JNY-01406,CUS-01406,ADV-0020,south-yorkshire,2026-04-14,skills,Stalled,37.4,atrisk,Ongoing,0,1970-01-01,47,13.2,7.3,1,18.5,1,1,2
JNY-01407,CUS-01407,ADV-0023,derbyshire-notts,2026-01-27,actionplan,Paused,33.3,atrisk,Ongoing,0,1970-01-01,36,24.6,34.2,0,14.1,0,1,4
JNY-01408,CUS-01408,ADV-0085,south-east-london,2026-04-19,offer,Progressing,91.4,ontrack,Placed - in progress,49,2026-06-07,81,95.2,80.3,3,98.9,10,2,0
JNY-01409,CUS-01409,ADV-0233,south-east-london,2026-03-02,actionplan,Failure,5.1,atrisk,Sanctioned referral,160,2026-08-09,35,24.5,6.3,0,43.9,0,1,3
JNY-01410,CUS-01410,ADV-0171,south-yorkshire,2025-12-25,insupport,Success,97.3,drifting,Sustained 6mo+,98,2026-04-02,65,66.0,64.5,1,65.6,2,2,0
JNY-01411,CUS-01411,ADV-0236,south-east-london,2025-11-28,jobmatch,Progressing,84.7,atrisk,Placed - in progress,152,2026-04-29,43,21.2,24.7,1,18.2,2,1,3
JNY-01412,CUS-01412,ADV-0090,south-east-london,2026-01-25,nudgeFirstDay,Progressing,74.5,drifting,Placed - in progress,76,2026-04-11,73,48.7,56.4,2,47.7,5,1,0
JNY-01413,CUS-01413,ADV-0094,north-london,2025-11-01,insupport,Success,97.1,drifting,Sustained 6mo+,70,2026-01-10,77,58.8,41.5,1,45.0,1,1,0
JNY-01414,CUS-01414,ADV-0011,south-yorkshire,2025-12-05,interview,Progressing,75.3,atrisk,Placed - in progress,113,2026-03-28,29,18.7,31.9,0,41.3,3,1,4
JNY-01415,CUS-01415,ADV-0074,south-yorkshire,2025-10-14,skills,Failure,26.7,atrisk,Placed - dropped,158,2026-03-21,45,29.3,34.5,0,26.5,0,1,3
JNY-01416,CUS-01416,ADV-0005,south-yorkshire,2025-10-28,actionplan,Stalled,12.8,atrisk,Ongoing,0,1970-01-01,53,30.9,28.6,0,36.9,0,1,4
JNY-01417,CUS-01417,ADV-0012,derbyshire-notts,2026-03-02,actionplan,Paused,28.3,atrisk,Ongoing,0,1970-01-01,46,27.9,6.2,0,21.8,2,0,4
JNY-01418,CUS-01418,ADV-0070,south-east-london,2025-12-19,jobmatch,Progressing,91.7,atrisk,Placed - in progress,116,2026-04-14,27,35.9,17.6,0,29.6,1,0,3
JNY-01419,CUS-01419,ADV-0184,north-london,2025-12-08,actionplan,Failure,11.7,atrisk,Withdrawn,154,2026-05-11,35,38.7,16.8,0,11.5,2,1,2
JNY-01420,CUS-01420,ADV-0153,wales,2025-10-05,jobmatch,Progressing,75.0,ontrack,Placed - in progress,60,2025-12-04,77,87.4,91.2,3,91.8,7,2,0
JNY-01421,CUS-01421,ADV-0003,south-east-london,2026-04-21,referral,Failure,33.9,atrisk,Placed - dropped,155,2026-09-23,49,17.3,34.7,0,27.1,2,1,3
JNY-01422,CUS-01422,ADV-0005,south-yorkshire,2026-05-02,insupport,Success,96.4,drifting,Sustained 6mo+,84,2026-07-25,70,45.1,42.8,1,54.5,1,1,0
JNY-01423,CUS-01423,ADV-0116,north-london,2026-03-23,actionplan,Failure,21.4,atrisk,Placed - dropped,152,2026-08-22,34,33.2,26.2,0,27.6,2,0,2
JNY-01424,CUS-01424,ADV-0082,south-yorkshire,2026-03-14,jobmatch,Progressing,86.1,drifting,Placed - in progress,114,2026-07-06,70,69.6,55.3,1,40.5,2,2,0
JNY-01425,CUS-01425,ADV-0112,derbyshire-notts,2025-09-29,insupport,Success,97.2,ontrack,Sustained 6mo+,44,2025-11-12,87,88.2,76.9,3,96.8,11,3,0
JNY-01426,CUS-01426,ADV-0053,north-london,2025-10-21,jobmatch,Progressing,90.8,atrisk,Placed - in progress,148,2026-03-18,27,13.4,22.7,0,24.4,3,1,4
JNY-01427,CUS-01427,ADV-0148,south-yorkshire,2025-12-16,interview,Progressing,78.0,drifting,Placed - in progress,87,2026-03-13,67,64.8,40.1,1,69.5,3,2,0
JNY-01428,CUS-01428,ADV-0134,derbyshire-notts,2026-01-06,skills,Regressing,22.1,atrisk,Ongoing,0,1970-01-01,31,35.9,31.7,0,26.7,3,1,2
JNY-01429,CUS-01429,ADV-0206,south-east-london,2026-03-23,jobmatch,Regressing,20.3,atrisk,Ongoing,0,1970-01-01,34,34.6,12.6,0,25.3,2,1,4
JNY-01430,CUS-01430,ADV-0006,south-east-london,2025-11-15,diagnostic,Failure,25.7,atrisk,Placed - dropped,176,2026-05-10,35,35.6,25.8,1,30.2,2,1,2
JNY-01431,CUS-01431,ADV-0107,south-east-london,2025-12-16,skills,Stalled,14.7,atrisk,Ongoing,0,1970-01-01,38,13.0,15.2,0,24.0,2,0,3
JNY-01432,CUS-01432,ADV-0153,wales,2026-04-10,actionplan,Paused,24.4,atrisk,Ongoing,0,1970-01-01,28,28.2,7.4,1,43.6,3,0,3
JNY-01433,CUS-01433,ADV-0043,south-east-london,2026-01-27,insupport,Success,96.7,drifting,Sustained 6mo+,125,2026-06-01,58,47.4,44.5,2,59.8,1,1,1
JNY-01434,CUS-01434,ADV-0079,wales,2025-11-27,interview,Progressing,80.7,atrisk,Placed - in progress,170,2026-05-16,43,15.6,20.2,0,38.5,1,1,3
JNY-01435,CUS-01435,ADV-0097,north-london,2025-10-01,referral,Failure,16.6,atrisk,Placed - dropped,175,2026-03-25,29,22.0,31.2,1,35.6,1,1,3
JNY-01436,CUS-01436,ADV-0067,wales,2026-04-04,skills,Failure,32.0,atrisk,Placed - dropped,114,2026-07-27,31,14.0,26.5,1,23.0,3,1,4
JNY-01437,CUS-01437,ADV-0026,wales,2026-05-08,skills,Failure,10.9,atrisk,Withdrawn,208,2026-12-02,39,10.1,33.4,0,24.9,1,0,4
JNY-01438,CUS-01438,ADV-0106,north-london,2026-01-14,insupport,Success,95.3,drifting,Sustained 6mo+,77,2026-04-01,50,68.2,43.3,2,59.1,4,2,0
JNY-01439,CUS-01439,ADV-0208,wales,2026-05-18,interview,Progressing,79.6,drifting,Placed - in progress,88,2026-08-14,60,59.9,50.2,1,54.7,4,1,0
JNY-01440,CUS-01440,ADV-0176,south-east-london,2025-10-06,skills,Regressing,25.8,atrisk,Ongoing,0,1970-01-01,33,13.7,27.6,0,19.0,0,0,2
JNY-01441,CUS-01441,ADV-0016,north-london,2026-05-19,diagnostic,Failure,18.0,atrisk,Withdrawn,208,2026-12-13,37,23.3,18.7,0,25.8,0,0,4
JNY-01442,CUS-01442,ADV-0174,south-yorkshire,2026-02-23,insupport,Success,95.7,drifting,Sustained 6mo+,108,2026-06-11,49,47.0,53.6,2,61.3,2,1,0
JNY-01443,CUS-01443,ADV-0049,south-yorkshire,2026-01-26,actionplan,Paused,15.2,atrisk,Ongoing,0,1970-01-01,28,19.4,24.4,0,37.8,3,0,4
JNY-01444,CUS-01444,ADV-0184,north-london,2026-05-02,insupport,Success,98.0,ontrack,Sustained 6mo+,46,2026-06-17,85,94.1,93.9,3,99.1,5,3,0
JNY-01445,CUS-01445,ADV-0145,south-east-london,2026-05-03,nudgeFirstDay,Progressing,80.7,atrisk,Placed - in progress,133,2026-09-13,39,10.5,22.6,1,20.3,0,1,2
JNY-01446,CUS-01446,ADV-0235,wales,2025-11-18,skills,Regressing,34.2,atrisk,Ongoing,0,1970-01-01,19,23.5,8.5,0,35.3,0,0,4
JNY-01447,CUS-01447,ADV-0099,south-yorkshire,2025-11-12,diagnostic,Failure,23.4,atrisk,Placed - dropped,123,2026-03-15,29,30.8,12.7,0,18.3,0,1,4
JNY-01448,CUS-01448,ADV-0098,wales,2026-01-01,jobmatch,Progressing,76.9,atrisk,Placed - in progress,78,2026-03-20,30,21.5,21.7,1,25.6,3,0,4
JNY-01449,CUS-01449,ADV-0062,south-east-london,2025-09-21,interview,Progressing,82.0,atrisk,Placed - in progress,175,2026-03-15,52,20.6,6.5,1,41.0,0,0,2
JNY-01450,CUS-01450,ADV-0215,north-london,2025-11-27,insupport,Success,98.7,drifting,Sustained 6mo+,70,2026-02-05,59,58.9,51.8,2,66.9,5,2,0
JNY-01451,CUS-01451,ADV-0170,derbyshire-notts,2025-11-11,insupport,Success,98.9,ontrack,Sustained 6mo+,48,2025-12-29,90,87.1,91.0,3,86.5,11,3,0
JNY-01452,CUS-01452,ADV-0009,south-yorkshire,2025-12-23,jobmatch,Progressing,90.5,atrisk,Placed - in progress,130,2026-05-02,31,14.3,11.5,0,39.3,0,0,3
JNY-01453,CUS-01453,ADV-0240,wales,2026-03-25,jobmatch,Progressing,78.0,drifting,Placed - in progress,102,2026-07-05,60,55.4,58.5,2,53.6,3,2,1
JNY-01454,CUS-01454,ADV-0138,south-yorkshire,2026-01-02,interview,Progressing,75.9,atrisk,Placed - in progress,82,2026-03-25,40,28.2,7.0,1,39.8,1,1,3
JNY-01455,CUS-01455,ADV-0147,south-east-london,2026-03-22,interview,Progressing,73.9,atrisk,Placed - in progress,126,2026-07-26,30,19.3,33.9,0,24.9,3,1,4
JNY-01456,CUS-01456,ADV-0002,derbyshire-notts,2025-12-02,jobmatch,Failure,12.6,atrisk,Withdrawn,114,2026-03-26,35,31.9,20.4,1,22.1,1,1,3
JNY-01457,CUS-01457,ADV-0066,south-east-london,2026-02-18,diagnostic,Failure,21.0,atrisk,Placed - dropped,178,2026-08-15,42,10.4,27.2,0,38.6,1,1,2
JNY-01458,CUS-01458,ADV-0010,south-east-london,2026-05-19,referral,Failure,30.9,drifting,Placed - dropped,108,2026-09-04,72,48.8,45.4,2,70.5,4,1,0
JNY-01459,CUS-01459,ADV-0118,south-yorkshire,2025-09-03,diagnostic,Failure,17.5,atrisk,Withdrawn,193,2026-03-15,48,36.4,34.8,0,20.4,2,1,2
JNY-01460,CUS-01460,ADV-0021,north-london,2025-09-03,insupport,Success,95.7,drifting,Sustained 6mo+,103,2025-12-15,67,69.2,60.1,2,48.6,2,1,0
JNY-01461,CUS-01461,ADV-0174,south-yorkshire,2025-11-08,insupport,Success,98.5,ontrack,Sustained 6mo+,48,2025-12-26,82,92.5,79.6,3,82.3,6,3,0
JNY-01462,CUS-01462,ADV-0072,south-east-london,2026-05-03,insupport,Success,97.5,ontrack,Sustained 6mo+,44,2026-06-16,91,95.8,93.3,3,88.9,8,2,0
JNY-01463,CUS-01463,ADV-0002,derbyshire-notts,2025-12-10,skills,Failure,11.4,atrisk,Withdrawn,189,2026-06-17,25,34.2,24.0,0,27.9,2,0,3
JNY-01464,CUS-01464,ADV-0075,derbyshire-notts,2025-10-07,routerCheck,Regressing,19.0,atrisk,Ongoing,0,1970-01-01,28,17.6,32.8,0,40.7,0,0,3
JNY-01465,CUS-01465,ADV-0135,south-east-london,2025-09-17,actionplan,Failure,18.8,drifting,Placed - dropped,95,2025-12-21,64,57.4,51.0,1,51.2,5,2,0
JNY-01466,CUS-01466,ADV-0039,south-east-london,2025-10-02,skills,Stalled,28.5,atrisk,Ongoing,0,1970-01-01,25,20.1,33.8,0,44.0,0,1,3
JNY-01467,CUS-01467,ADV-0166,wales,2026-03-13,actionplan,Failure,27.7,atrisk,Placed - dropped,203,2026-10-02,35,34.8,9.8,1,40.9,3,1,4
JNY-01468,CUS-01468,ADV-0087,south-east-london,2026-04-23,skills,Failure,12.6,atrisk,Withdrawn,154,2026-09-24,48,24.7,14.7,1,33.9,1,0,3
JNY-01469,CUS-01469,ADV-0106,north-london,2025-10-04,actionplan,Paused,33.7,atrisk,Ongoing,0,1970-01-01,23,29.5,29.6,0,39.1,2,1,2
JNY-01470,CUS-01470,ADV-0067,wales,2026-02-17,actionplan,Paused,50.5,drifting,Ongoing,0,1970-01-01,59,55.2,54.8,1,44.9,4,2,0
JNY-01471,CUS-01471,ADV-0099,south-yorkshire,2026-05-03,jobmatch,Failure,23.6,drifting,Placed - dropped,85,2026-07-27,64,59.8,44.5,2,50.3,2,2,0
JNY-01472,CUS-01472,ADV-0204,north-london,2025-09-22,skills,Failure,32.3,atrisk,Placed - dropped,90,2025-12-21,18,11.1,18.1,0,30.0,0,1,4
JNY-01473,CUS-01473,ADV-0178,south-yorkshire,2026-05-01,diagnostic,Stalled,19.1,atrisk,Ongoing,0,1970-01-01,33,11.8,31.4,0,42.3,1,1,2
JNY-01474,CUS-01474,ADV-0128,derbyshire-notts,2026-04-14,actionplan,Paused,24.3,atrisk,Ongoing,0,1970-01-01,45,29.3,11.6,0,35.2,3,0,4
JNY-01475,CUS-01475,ADV-0176,south-east-london,2026-04-02,jobmatch,Progressing,79.3,drifting,Placed - in progress,94,2026-07-05,60,57.4,45.3,1,53.1,5,1,0
