adviser_id,tier,sector,barrier,success_rate,sample_size
ADV-0025,mid,Driving,Transport cost,0.755,48
ADV-0025,mid,Driving,Childcare cost,0.712,52
ADV-0025,mid,Driving,Mental health,0.781,55
ADV-0025,mid,Driving,Physical health,0.679,15
ADV-0025,mid,Driving,Digital skills,0.785,55
ADV-0025,mid,Driving,English language,0.773,40
ADV-0025,mid,Driving,Housing instability,0.72,42
ADV-0025,mid,Driving,Criminal record,0.736,16
ADV-0025,mid,Driving,Confidence,0.788,42
ADV-0025,mid,Driving,Caring responsibilities,0.685,22
ADV-0025,mid,Cleaning / facilities,Transport cost,0.773,9
ADV-0025,mid,Cleaning / facilities,Childcare cost,0.74,29
ADV-0025,mid,Cleaning / facilities,Mental health,0.722,32
ADV-0025,mid,Cleaning / facilities,Physical health,0.786,20
ADV-0025,mid,Cleaning / facilities,Digital skills,0.771,55
ADV-0025,mid,Cleaning / facilities,English language,0.711,48
ADV-0025,mid,Cleaning / facilities,Housing instability,0.747,45
ADV-0025,mid,Cleaning / facilities,Criminal record,0.779,23
ADV-0025,mid,Cleaning / facilities,Confidence,0.771,44
ADV-0025,mid,Cleaning / facilities,Caring responsibilities,0.692,48
ADV-0025,mid,Admin / office,Transport cost,0.671,24
ADV-0025,mid,Admin / office,Childcare cost,0.767,20
ADV-0025,mid,Admin / office,Mental health,0.779,43
ADV-0025,mid,Admin / office,Physical health,0.75,35
ADV-0025,mid,Admin / office,Digital skills,0.704,46
ADV-0025,mid,Admin / office,English language,0.75,30
ADV-0025,mid,Admin / office,Housing instability,0.702,22
ADV-0025,mid,Admin / office,Criminal record,0.716,20
ADV-0025,mid,Admin / office,Confidence,0.726,37
ADV-0025,mid,Admin / office,Caring responsibilities,0.796,50
ADV-0025,mid,Manufacturing,Transport cost,0.789,18
ADV-0025,mid,Manufacturing,Childcare cost,0.76,35
ADV-0025,mid,Manufacturing,Mental health,0.748,18
ADV-0025,mid,Manufacturing,Physical health,0.706,13
ADV-0025,mid,Manufacturing,Digital skills,0.709,22
ADV-0025,mid,Manufacturing,English language,0.793,29
ADV-0025,mid,Manufacturing,Housing instability,0.673,16
ADV-0025,mid,Manufacturing,Criminal record,0.756,40
ADV-0025,mid,Manufacturing,Confidence,0.798,21
ADV-0025,mid,Manufacturing,Caring responsibilities,0.781,23
ADV-0025,mid,Security,Transport cost,0.693,50
ADV-0025,mid,Security,Childcare cost,0.785,18
ADV-0025,mid,Security,Mental health,0.776,21
ADV-0025,mid,Security,Physical health,0.768,33
ADV-0025,mid,Security,Digital skills,0.743,17
ADV-0025,mid,Security,English language,0.677,38
ADV-0025,mid,Security,Housing instability,0.779,14
ADV-0025,mid,Security,Criminal record,0.759,12
ADV-0025,mid,Security,Confidence,0.765,13
ADV-0025,mid,Security,Caring responsibilities,0.772,51
ADV-0025,mid,Other,Transport cost,0.791,6
ADV-0025,mid,Other,Childcare cost,0.802,29
ADV-0025,mid,Other,Mental health,0.698,24
ADV-0025,mid,Other,Physical health,0.736,21
ADV-0025,mid,Other,Digital skills,0.775,29
ADV-0025,mid,Other,English language,0.703,67
ADV-0025,mid,Other,Housing instability,0.683,44
ADV-0025,mid,Other,Criminal record,0.707,28
ADV-0025,mid,Other,Confidence,0.673,43
ADV-0025,mid,Other,Caring responsibilities,0.746,13
ADV-0026,mid,Warehouse / logistics,Transport cost,0.804,29
ADV-0026,mid,Warehouse / logistics,Childcare cost,0.755,34
ADV-0026,mid,Warehouse / logistics,Mental health,0.83,43
ADV-0026,mid,Warehouse / logistics,Physical health,0.828,55
ADV-0026,mid,Warehouse / logistics,Digital skills,0.839,67
ADV-0026,mid,Warehouse / logistics,English language,0.876,23
ADV-0026,mid,Warehouse / logistics,Housing instability,0.866,56
ADV-0026,mid,Warehouse / logistics,Criminal record,0.815,23
ADV-0026,mid,Warehouse / logistics,Confidence,0.866,31
ADV-0026,mid,Warehouse / logistics,Caring responsibilities,0.845,40
ADV-0026,mid,Retail,Transport cost,0.769,28
ADV-0026,mid,Retail,Childcare cost,0.846,45
ADV-0026,mid,Retail,Mental health,0.834,71
ADV-0026,mid,Retail,Physical health,0.876,21
ADV-0026,mid,Retail,Digital skills,0.788,12
ADV-0026,mid,Retail,English language,0.75,39
ADV-0026,mid,Retail,Housing instability,0.784,43
ADV-0026,mid,Retail,Criminal record,0.828,24
ADV-0026,mid,Retail,Confidence,0.821,40
ADV-0026,mid,Retail,Caring responsibilities,0.825,34
ADV-0026,mid,Hospitality,Transport cost,0.861,21
ADV-0026,mid,Hospitality,Childcare cost,0.794,39
ADV-0026,mid,Hospitality,Mental health,0.824,6
ADV-0026,mid,Hospitality,Physical health,0.783,72
ADV-0026,mid,Hospitality,Digital skills,0.784,15
ADV-0026,mid,Hospitality,English language,0.753,57
ADV-0026,mid,Hospitality,Housing instability,0.75,29
ADV-0026,mid,Hospitality,Criminal record,0.77,28
ADV-0026,mid,Hospitality,Confidence,0.756,14
ADV-0026,mid,Hospitality,Caring responsibilities,0.765,16
ADV-0026,mid,Construction,Transport cost,0.843,36
ADV-0026,mid,Construction,Childcare cost,0.807,49
ADV-0026,mid,Construction,Mental health,0.847,21
ADV-0026,mid,Construction,Physical health,0.89,50
ADV-0026,mid,Construction,Digital skills,0.858,58
ADV-0026,mid,Construction,English language,0.867,29
ADV-0026,mid,Construction,Housing instability,0.819,32
ADV-0026,mid,Construction,Criminal record,0.839,28
ADV-0026,mid,Construction,Confidence,0.938,33
ADV-0026,mid,Construction,Caring responsibilities,0.869,24
ADV-0026,mid,Care / health,Transport cost,0.862,46
ADV-0026,mid,Care / health,Childcare cost,0.862,83
ADV-0026,mid,Care / health,Mental health,0.874,67
ADV-0026,mid,Care / health,Physical health,0.853,28
ADV-0026,mid,Care / health,Digital skills,0.808,72
ADV-0026,mid,Care / health,English language,0.792,65
ADV-0026,mid,Care / health,Housing instability,0.875,10
ADV-0026,mid,Care / health,Criminal record,0.854,16
ADV-0026,mid,Care / health,Confidence,0.75,82
ADV-0026,mid,Care / health,Caring responsibilities,0.807,15
ADV-0026,mid,Driving,Transport cost,0.787,45
ADV-0026,mid,Driving,Childcare cost,0.786,29
ADV-0026,mid,Driving,Mental health,0.819,60
ADV-0026,mid,Driving,Physical health,0.812,9
ADV-0026,mid,Driving,Digital skills,0.784,17
ADV-0026,mid,Driving,English language,0.773,58
ADV-0026,mid,Driving,Housing instability,0.799,71
ADV-0026,mid,Driving,Criminal record,0.788,47
ADV-0026,mid,Driving,Confidence,0.798,43
ADV-0026,mid,Driving,Caring responsibilities,0.746,55
ADV-0026,mid,Cleaning / facilities,Transport cost,0.863,50
ADV-0026,mid,Cleaning / facilities,Childcare cost,0.865,49
ADV-0026,mid,Cleaning / facilities,Mental health,0.748,61
ADV-0026,mid,Cleaning / facilities,Physical health,0.779,32
ADV-0026,mid,Cleaning / facilities,Digital skills,0.766,40
ADV-0026,mid,Cleaning / facilities,English language,0.839,47
ADV-0026,mid,Cleaning / facilities,Housing instability,0.866,80
ADV-0026,mid,Cleaning / facilities,Criminal record,0.811,29
ADV-0026,mid,Cleaning / facilities,Confidence,0.775,35
ADV-0026,mid,Cleaning / facilities,Caring responsibilities,0.817,32
ADV-0026,mid,Admin / office,Transport cost,0.779,48
ADV-0026,mid,Admin / office,Childcare cost,0.809,23
ADV-0026,mid,Admin / office,Mental health,0.796,39
ADV-0026,mid,Admin / office,Physical health,0.783,24
ADV-0026,mid,Admin / office,Digital skills,0.798,12
ADV-0026,mid,Admin / office,English language,0.767,30
ADV-0026,mid,Admin / office,Housing instability,0.833,33
ADV-0026,mid,Admin / office,Criminal record,0.793,70
ADV-0026,mid,Admin / office,Confidence,0.75,29
ADV-0026,mid,Admin / office,Caring responsibilities,0.865,60
ADV-0026,mid,Manufacturing,Transport cost,0.826,43
ADV-0026,mid,Manufacturing,Childcare cost,0.775,73
ADV-0026,mid,Manufacturing,Mental health,0.826,13
ADV-0026,mid,Manufacturing,Physical health,0.821,40
ADV-0026,mid,Manufacturing,Digital skills,0.742,28
ADV-0026,mid,Manufacturing,English language,0.769,72
ADV-0026,mid,Manufacturing,Housing instability,0.851,28
ADV-0026,mid,Manufacturing,Criminal record,0.769,40
ADV-0026,mid,Manufacturing,Confidence,0.842,61
ADV-0026,mid,Manufacturing,Caring responsibilities,0.782,47
ADV-0026,mid,Security,Transport cost,0.839,65
ADV-0026,mid,Security,Childcare cost,0.773,26
ADV-0026,mid,Security,Mental health,0.815,30
ADV-0026,mid,Security,Physical health,0.839,29
ADV-0026,mid,Security,Digital skills,0.796,59
ADV-0026,mid,Security,English language,0.877,17
ADV-0026,mid,Security,Housing instability,0.776,13
ADV-0026,mid,Security,Criminal record,0.833,62
ADV-0026,mid,Security,Confidence,0.773,38
ADV-0026,mid,Security,Caring responsibilities,0.833,29
ADV-0026,mid,Other,Transport cost,0.858,13
ADV-0026,mid,Other,Childcare cost,0.817,28
ADV-0026,mid,Other,Mental health,0.776,28
ADV-0026,mid,Other,Physical health,0.771,22
ADV-0026,mid,Other,Digital skills,0.794,30
ADV-0026,mid,Other,English language,0.812,12
ADV-0026,mid,Other,Housing instability,0.846,46
ADV-0026,mid,Other,Criminal record,0.74,58
ADV-0026,mid,Other,Confidence,0.835,56
ADV-0026,mid,Other,Caring responsibilities,0.856,45
ADV-0027,mid,Warehouse / logistics,Transport cost,0.701,25
ADV-0027,mid,Warehouse / logistics,Childcare cost,0.645,56
ADV-0027,mid,Warehouse / logistics,Mental health,0.608,24
ADV-0027,mid,Warehouse / logistics,Physical health,0.699,13
ADV-0027,mid,Warehouse / logistics,Digital skills,0.683,24
ADV-0027,mid,Warehouse / logistics,English language,0.602,16
ADV-0027,mid,Warehouse / logistics,Housing instability,0.625,14
ADV-0027,mid,Warehouse / logistics,Criminal record,0.701,36
ADV-0027,mid,Warehouse / logistics,Confidence,0.613,41
ADV-0027,mid,Warehouse / logistics,Caring responsibilities,0.61,34
ADV-0027,mid,Retail,Transport cost,0.711,30
ADV-0027,mid,Retail,Childcare cost,0.602,18
ADV-0027,mid,Retail,Mental health,0.717,24
ADV-0027,mid,Retail,Physical health,0.618,24
ADV-0027,mid,Retail,Digital skills,0.622,16
ADV-0027,mid,Retail,English language,0.717,26
ADV-0027,mid,Retail,Housing instability,0.675,31
ADV-0027,mid,Retail,Criminal record,0.624,26
ADV-0027,mid,Retail,Confidence,0.644,33
ADV-0027,mid,Retail,Caring responsibilities,0.654,28
ADV-0027,mid,Hospitality,Transport cost,0.786,15
ADV-0027,mid,Hospitality,Childcare cost,0.661,19
ADV-0027,mid,Hospitality,Mental health,0.728,32
ADV-0027,mid,Hospitality,Physical health,0.789,16
ADV-0027,mid,Hospitality,Digital skills,0.674,20
ADV-0027,mid,Hospitality,English language,0.734,25
ADV-0027,mid,Hospitality,Housing instability,0.685,41
ADV-0027,mid,Hospitality,Criminal record,0.772,50
ADV-0027,mid,Hospitality,Confidence,0.733,45
ADV-0027,mid,Hospitality,Caring responsibilities,0.659,41
ADV-0027,mid,Construction,Transport cost,0.703,37
ADV-0027,mid,Construction,Childcare cost,0.617,33
ADV-0027,mid,Construction,Mental health,0.732,28
ADV-0027,mid,Construction,Physical health,0.681,48
ADV-0027,mid,Construction,Digital skills,0.663,24
ADV-0027,mid,Construction,English language,0.663,22
ADV-0027,mid,Construction,Housing instability,0.699,13
ADV-0027,mid,Construction,Criminal record,0.73,16
ADV-0027,mid,Construction,Confidence,0.699,43
ADV-0027,mid,Construction,Caring responsibilities,0.707,13
ADV-0027,mid,Care / health,Transport cost,0.63,19
ADV-0027,mid,Care / health,Childcare cost,0.689,46
ADV-0027,mid,Care / health,Mental health,0.596,41
ADV-0027,mid,Care / health,Physical health,0.717,17
ADV-0027,mid,Care / health,Digital skills,0.678,18
ADV-0027,mid,Care / health,English language,0.627,31
ADV-0027,mid,Care / health,Housing instability,0.656,11
ADV-0027,mid,Care / health,Criminal record,0.671,30
ADV-0027,mid,Care / health,Confidence,0.607,30
ADV-0027,mid,Care / health,Caring responsibilities,0.681,46
ADV-0027,mid,Driving,Transport cost,0.645,6
ADV-0027,mid,Driving,Childcare cost,0.731,13
ADV-0027,mid,Driving,Mental health,0.63,21
ADV-0027,mid,Driving,Physical health,0.654,17
ADV-0027,mid,Driving,Digital skills,0.624,52
ADV-0027,mid,Driving,English language,0.731,8
ADV-0027,mid,Driving,Housing instability,0.605,41
ADV-0027,mid,Driving,Criminal record,0.592,13
ADV-0027,mid,Driving,Confidence,0.644,34
ADV-0027,mid,Driving,Caring responsibilities,0.7,44
ADV-0027,mid,Cleaning / facilities,Transport cost,0.727,35
ADV-0027,mid,Cleaning / facilities,Childcare cost,0.721,40
ADV-0027,mid,Cleaning / facilities,Mental health,0.661,8
ADV-0027,mid,Cleaning / facilities,Physical health,0.713,11
ADV-0027,mid,Cleaning / facilities,Digital skills,0.642,21
ADV-0027,mid,Cleaning / facilities,English language,0.644,15
ADV-0027,mid,Cleaning / facilities,Housing instability,0.731,8
ADV-0027,mid,Cleaning / facilities,Criminal record,0.676,25
ADV-0027,mid,Cleaning / facilities,Confidence,0.701,32
ADV-0027,mid,Cleaning / facilities,Caring responsibilities,0.637,32
ADV-0027,mid,Admin / office,Transport cost,0.622,42
ADV-0027,mid,Admin / office,Childcare cost,0.629,32
ADV-0027,mid,Admin / office,Mental health,0.657,12
ADV-0027,mid,Admin / office,Physical health,0.711,15
ADV-0027,mid,Admin / office,Digital skills,0.604,13
ADV-0027,mid,Admin / office,English language,0.592,34
ADV-0027,mid,Admin / office,Housing instability,0.726,28
ADV-0027,mid,Admin / office,Criminal record,0.708,24
ADV-0027,mid,Admin / office,Confidence,0.729,30
ADV-0027,mid,Admin / office,Caring responsibilities,0.663,18
ADV-0027,mid,Manufacturing,Transport cost,0.681,25
ADV-0027,mid,Manufacturing,Childcare cost,0.699,15
ADV-0027,mid,Manufacturing,Mental health,0.696,36
ADV-0027,mid,Manufacturing,Physical health,0.601,28
ADV-0027,mid,Manufacturing,Digital skills,0.655,29
ADV-0027,mid,Manufacturing,English language,0.611,25
ADV-0027,mid,Manufacturing,Housing instability,0.705,13
ADV-0027,mid,Manufacturing,Criminal record,0.709,36
ADV-0027,mid,Manufacturing,Confidence,0.642,16
ADV-0027,mid,Manufacturing,Caring responsibilities,0.641,28
ADV-0027,mid,Security,Transport cost,0.704,27
ADV-0027,mid,Security,Childcare cost,0.723,16
ADV-0027,mid,Security,Mental health,0.708,16
ADV-0027,mid,Security,Physical health,0.676,16
ADV-0027,mid,Security,Digital skills,0.677,23
ADV-0027,mid,Security,English language,0.662,21
ADV-0027,mid,Security,Housing instability,0.731,8
ADV-0027,mid,Security,Criminal record,0.647,43
ADV-0027,mid,Security,Confidence,0.615,27
ADV-0027,mid,Security,Caring responsibilities,0.713,11
ADV-0027,mid,Other,Transport cost,0.676,27
ADV-0027,mid,Other,Childcare cost,0.605,53
ADV-0027,mid,Other,Mental health,0.638,29
ADV-0027,mid,Other,Physical health,0.606,26
ADV-0027,mid,Other,Digital skills,0.699,12
ADV-0027,mid,Other,English language,0.619,18
ADV-0027,mid,Other,Housing instability,0.692,28
ADV-0027,mid,Other,Criminal record,0.593,23
ADV-0027,mid,Other,Confidence,0.599,41
ADV-0027,mid,Other,Caring responsibilities,0.691,16
ADV-0028,mid,Warehouse / logistics,Transport cost,0.902,72
ADV-0028,mid,Warehouse / logistics,Childcare cost,0.935,21
ADV-0028,mid,Warehouse / logistics,Mental health,0.95,35
ADV-0028,mid,Warehouse / logistics,Physical health,0.932,36
ADV-0028,mid,Warehouse / logistics,Digital skills,0.863,68
ADV-0028,mid,Warehouse / logistics,English language,0.861,70
ADV-0028,mid,Warehouse / logistics,Housing instability,0.95,24
ADV-0028,mid,Warehouse / logistics,Criminal record,0.915,25
ADV-0028,mid,Warehouse / logistics,Confidence,0.923,33
ADV-0028,mid,Warehouse / logistics,Caring responsibilities,0.934,24
ADV-0028,mid,Retail,Transport cost,0.917,74
ADV-0028,mid,Retail,Childcare cost,0.907,60
ADV-0028,mid,Retail,Mental health,0.859,52
ADV-0028,mid,Retail,Physical health,0.858,36
ADV-0028,mid,Retail,Digital skills,0.946,26
ADV-0028,mid,Retail,English language,0.95,51
ADV-0028,mid,Retail,Housing instability,0.95,28
ADV-0028,mid,Retail,Criminal record,0.95,68
ADV-0028,mid,Retail,Confidence,0.889,60
ADV-0028,mid,Retail,Caring responsibilities,0.925,112
ADV-0028,mid,Hospitality,Transport cost,0.875,47
ADV-0028,mid,Hospitality,Childcare cost,0.903,52
ADV-0028,mid,Hospitality,Mental health,0.949,41
ADV-0028,mid,Hospitality,Physical health,0.935,33
ADV-0028,mid,Hospitality,Digital skills,0.897,45
ADV-0028,mid,Hospitality,English language,0.95,30
ADV-0028,mid,Hospitality,Housing instability,0.884,61
ADV-0028,mid,Hospitality,Criminal record,0.95,62
ADV-0028,mid,Hospitality,Confidence,0.921,95
ADV-0028,mid,Hospitality,Caring responsibilities,0.95,41
ADV-0028,mid,Construction,Transport cost,0.909,53
ADV-0028,mid,Construction,Childcare cost,0.879,26
ADV-0028,mid,Construction,Mental health,0.928,21
ADV-0028,mid,Construction,Physical health,0.95,55
ADV-0028,mid,Construction,Digital skills,0.871,69
ADV-0028,mid,Construction,English language,0.863,33
ADV-0028,mid,Construction,Housing instability,0.855,32
ADV-0028,mid,Construction,Criminal record,0.926,23
ADV-0028,mid,Construction,Confidence,0.91,12
ADV-0028,mid,Construction,Caring responsibilities,0.888,21
ADV-0028,mid,Care / health,Transport cost,0.95,66
ADV-0028,mid,Care / health,Childcare cost,0.937,57
ADV-0028,mid,Care / health,Mental health,0.934,90
ADV-0028,mid,Care / health,Physical health,0.95,32
ADV-0028,mid,Care / health,Digital skills,0.898,33
ADV-0028,mid,Care / health,English language,0.855,61
ADV-0028,mid,Care / health,Housing instability,0.874,94
ADV-0028,mid,Care / health,Criminal record,0.886,37
ADV-0028,mid,Care / health,Confidence,0.929,30
ADV-0028,mid,Care / health,Caring responsibilities,0.95,20
ADV-0028,mid,Driving,Transport cost,0.932,34
ADV-0028,mid,Driving,Childcare cost,0.914,56
ADV-0028,mid,Driving,Mental health,0.897,72
ADV-0028,mid,Driving,Physical health,0.883,45
ADV-0028,mid,Driving,Digital skills,0.876,81
ADV-0028,mid,Driving,English language,0.883,33
ADV-0028,mid,Driving,Housing instability,0.938,53
ADV-0028,mid,Driving,Criminal record,0.887,28
ADV-0028,mid,Driving,Confidence,0.886,71
ADV-0028,mid,Driving,Caring responsibilities,0.95,87
ADV-0028,mid,Cleaning / facilities,Transport cost,0.95,47
ADV-0028,mid,Cleaning / facilities,Childcare cost,0.937,51
ADV-0028,mid,Cleaning / facilities,Mental health,0.941,58
ADV-0028,mid,Cleaning / facilities,Physical health,0.901,51
ADV-0028,mid,Cleaning / facilities,Digital skills,0.95,63
ADV-0028,mid,Cleaning / facilities,English language,0.871,79
ADV-0028,mid,Cleaning / facilities,Housing instability,0.912,62
ADV-0028,mid,Cleaning / facilities,Criminal record,0.913,70
ADV-0028,mid,Cleaning / facilities,Confidence,0.855,38
ADV-0028,mid,Cleaning / facilities,Caring responsibilities,0.898,25
ADV-0028,mid,Admin / office,Transport cost,0.945,57
ADV-0028,mid,Admin / office,Childcare cost,0.876,92
ADV-0028,mid,Admin / office,Mental health,0.95,77
ADV-0028,mid,Admin / office,Physical health,0.867,57
ADV-0028,mid,Admin / office,Digital skills,0.855,48
ADV-0028,mid,Admin / office,English language,0.885,76
ADV-0028,mid,Admin / office,Housing instability,0.945,41
ADV-0028,mid,Admin / office,Criminal record,0.949,24
ADV-0028,mid,Admin / office,Confidence,0.95,102
ADV-0028,mid,Admin / office,Caring responsibilities,0.95,46
ADV-0028,mid,Manufacturing,Transport cost,0.92,45
ADV-0028,mid,Manufacturing,Childcare cost,0.904,55
ADV-0028,mid,Manufacturing,Mental health,0.95,51
ADV-0028,mid,Manufacturing,Physical health,0.95,68
ADV-0028,mid,Manufacturing,Digital skills,0.95,16
ADV-0028,mid,Manufacturing,English language,0.95,98
ADV-0028,mid,Manufacturing,Housing instability,0.95,38
ADV-0028,mid,Manufacturing,Criminal record,0.871,85
ADV-0028,mid,Manufacturing,Confidence,0.913,66
ADV-0028,mid,Manufacturing,Caring responsibilities,0.905,58
ADV-0028,mid,Security,Transport cost,0.863,63
ADV-0028,mid,Security,Childcare cost,0.872,109
ADV-0028,mid,Security,Mental health,0.879,65
ADV-0028,mid,Security,Physical health,0.923,71
ADV-0028,mid,Security,Digital skills,0.9,46
ADV-0028,mid,Security,English language,0.95,61
ADV-0028,mid,Security,Housing instability,0.95,45
ADV-0028,mid,Security,Criminal record,0.853,12
ADV-0028,mid,Security,Confidence,0.912,65
ADV-0028,mid,Security,Caring responsibilities,0.95,74
ADV-0028,mid,Other,Transport cost,0.876,91
ADV-0028,mid,Other,Childcare cost,0.95,78
ADV-0028,mid,Other,Mental health,0.914,16
ADV-0028,mid,Other,Physical health,0.95,92
ADV-0028,mid,Other,Digital skills,0.901,37
ADV-0028,mid,Other,English language,0.921,88
ADV-0028,mid,Other,Housing instability,0.95,86
ADV-0028,mid,Other,Criminal record,0.879,53
ADV-0028,mid,Other,Confidence,0.902,80
ADV-0028,mid,Other,Caring responsibilities,0.893,33
ADV-0029,mid,Warehouse / logistics,Transport cost,0.857,13
ADV-0029,mid,Warehouse / logistics,Childcare cost,0.863,69
ADV-0029,mid,Warehouse / logistics,Mental health,0.858,63
ADV-0029,mid,Warehouse / logistics,Physical health,0.771,26
ADV-0029,mid,Warehouse / logistics,Digital skills,0.806,77
ADV-0029,mid,Warehouse / logistics,English language,0.841,34
ADV-0029,mid,Warehouse / logistics,Housing instability,0.741,28
ADV-0029,mid,Warehouse / logistics,Criminal record,0.804,28
ADV-0029,mid,Warehouse / logistics,Confidence,0.841,20
ADV-0029,mid,Warehouse / logistics,Caring responsibilities,0.878,50
ADV-0029,mid,Retail,Transport cost,0.853,29
ADV-0029,mid,Retail,Childcare cost,0.767,43
ADV-0029,mid,Retail,Mental health,0.818,42
ADV-0029,mid,Retail,Physical health,0.755,38
ADV-0029,mid,Retail,Digital skills,0.877,37
ADV-0029,mid,Retail,English language,0.808,18
ADV-0029,mid,Retail,Housing instability,0.761,18
ADV-0029,mid,Retail,Criminal record,0.748,26
ADV-0029,mid,Retail,Confidence,0.828,14
ADV-0029,mid,Retail,Caring responsibilities,0.867,32
ADV-0029,mid,Hospitality,Transport cost,0.848,70
ADV-0029,mid,Hospitality,Childcare cost,0.851,26
ADV-0029,mid,Hospitality,Mental health,0.847,31
ADV-0029,mid,Hospitality,Physical health,0.877,52
ADV-0029,mid,Hospitality,Digital skills,0.761,32
ADV-0029,mid,Hospitality,English language,0.755,39
ADV-0029,mid,Hospitality,Housing instability,0.803,77
ADV-0029,mid,Hospitality,Criminal record,0.827,46
ADV-0029,mid,Hospitality,Confidence,0.809,18
ADV-0029,mid,Hospitality,Caring responsibilities,0.851,30
ADV-0029,mid,Construction,Transport cost,0.867,30
ADV-0029,mid,Construction,Childcare cost,0.781,83
ADV-0029,mid,Construction,Mental health,0.758,69
ADV-0029,mid,Construction,Physical health,0.873,26
ADV-0029,mid,Construction,Digital skills,0.86,42
ADV-0029,mid,Construction,English language,0.756,51
ADV-0029,mid,Construction,Housing instability,0.85,77
ADV-0029,mid,Construction,Criminal record,0.822,53
ADV-0029,mid,Construction,Confidence,0.814,27
ADV-0029,mid,Construction,Caring responsibilities,0.797,50
ADV-0029,mid,Care / health,Transport cost,0.824,45
ADV-0029,mid,Care / health,Childcare cost,0.871,50
ADV-0029,mid,Care / health,Mental health,0.876,18
ADV-0029,mid,Care / health,Physical health,0.786,66
ADV-0029,mid,Care / health,Digital skills,0.75,35
ADV-0029,mid,Care / health,English language,0.78,20
ADV-0029,mid,Care / health,Housing instability,0.764,24
ADV-0029,mid,Care / health,Criminal record,0.802,53
ADV-0029,mid,Care / health,Confidence,0.863,46
ADV-0029,mid,Care / health,Caring responsibilities,0.817,46
ADV-0029,mid,Driving,Transport cost,0.843,31
ADV-0029,mid,Driving,Childcare cost,0.83,35
ADV-0029,mid,Driving,Mental health,0.808,26
ADV-0029,mid,Driving,Physical health,0.813,55
ADV-0029,mid,Driving,Digital skills,0.82,59
ADV-0029,mid,Driving,English language,0.811,4
ADV-0029,mid,Driving,Housing instability,0.806,39
ADV-0029,mid,Driving,Criminal record,0.757,61
ADV-0029,mid,Driving,Confidence,0.743,22
ADV-0029,mid,Driving,Caring responsibilities,0.779,40
ADV-0029,mid,Cleaning / facilities,Transport cost,0.81,36
ADV-0029,mid,Cleaning / facilities,Childcare cost,0.745,39
ADV-0029,mid,Cleaning / facilities,Mental health,0.775,28
ADV-0029,mid,Cleaning / facilities,Physical health,0.795,38
ADV-0029,mid,Cleaning / facilities,Digital skills,0.753,21
ADV-0029,mid,Cleaning / facilities,English language,0.79,26
ADV-0029,mid,Cleaning / facilities,Housing instability,0.873,44
ADV-0029,mid,Cleaning / facilities,Criminal record,0.815,61
ADV-0029,mid,Cleaning / facilities,Confidence,0.743,16
ADV-0029,mid,Cleaning / facilities,Caring responsibilities,0.842,45
ADV-0029,mid,Admin / office,Transport cost,0.861,69
ADV-0029,mid,Admin / office,Childcare cost,0.765,20
ADV-0029,mid,Admin / office,Mental health,0.744,47
ADV-0029,mid,Admin / office,Physical health,0.758,62
ADV-0029,mid,Admin / office,Digital skills,0.831,27
ADV-0029,mid,Admin / office,English language,0.806,70
ADV-0029,mid,Admin / office,Housing instability,0.81,36
ADV-0029,mid,Admin / office,Criminal record,0.801,19
ADV-0029,mid,Admin / office,Confidence,0.86,13
ADV-0029,mid,Admin / office,Caring responsibilities,0.845,39
ADV-0029,mid,Manufacturing,Transport cost,0.878,33
ADV-0029,mid,Manufacturing,Childcare cost,0.777,73
ADV-0029,mid,Manufacturing,Mental health,0.791,21
ADV-0029,mid,Manufacturing,Physical health,0.808,23
ADV-0029,mid,Manufacturing,Digital skills,0.816,71
ADV-0029,mid,Manufacturing,English language,0.775,47
ADV-0029,mid,Manufacturing,Housing instability,0.784,21
ADV-0029,mid,Manufacturing,Criminal record,0.742,24
ADV-0029,mid,Manufacturing,Confidence,0.868,20
ADV-0029,mid,Manufacturing,Caring responsibilities,0.831,19
ADV-0029,mid,Security,Transport cost,0.858,40
ADV-0029,mid,Security,Childcare cost,0.75,38
ADV-0029,mid,Security,Mental health,0.804,58
ADV-0029,mid,Security,Physical health,0.782,69
ADV-0029,mid,Security,Digital skills,0.833,59
ADV-0029,mid,Security,English language,0.874,42
ADV-0029,mid,Security,Housing instability,0.838,30
ADV-0029,mid,Security,Criminal record,0.782,44
ADV-0029,mid,Security,Confidence,0.789,7
ADV-0029,mid,Security,Caring responsibilities,0.762,48
ADV-0029,mid,Other,Transport cost,0.834,86
ADV-0029,mid,Other,Childcare cost,0.828,22
ADV-0029,mid,Other,Mental health,0.742,71
ADV-0029,mid,Other,Physical health,0.755,50
ADV-0029,mid,Other,Digital skills,0.766,45
ADV-0029,mid,Other,English language,0.812,36
ADV-0029,mid,Other,Housing instability,0.792,27
ADV-0029,mid,Other,Criminal record,0.84,47
ADV-0029,mid,Other,Confidence,0.767,46
ADV-0029,mid,Other,Caring responsibilities,0.857,19
ADV-0030,mid,Warehouse / logistics,Transport cost,0.95,78
ADV-0030,mid,Warehouse / logistics,Childcare cost,0.95,51
ADV-0030,mid,Warehouse / logistics,Mental health,0.95,43
ADV-0030,mid,Warehouse / logistics,Physical health,0.95,58
ADV-0030,mid,Warehouse / logistics,Digital skills,0.928,30
ADV-0030,mid,Warehouse / logistics,English language,0.95,44
ADV-0030,mid,Warehouse / logistics,Housing instability,0.929,78
ADV-0030,mid,Warehouse / logistics,Criminal record,0.95,89
