router_score_id,journey_id,customer_id,adviser_id,region_key,check_type,score,band,action_taken,score_date
RTR-JNY-03214-mid,JNY-03214,CUS-03214,ADV-0208,wales,mid_journey,65,DRIFTING,in_person_48h,2026-01-13
RTR-JNY-03214-end,JNY-03214,CUS-03214,ADV-0208,wales,end_of_journey,72,DRIFTING,training_update_applied,2026-04-13
RTR-JNY-03215-mid,JNY-03215,CUS-03215,ADV-0107,south-east-london,mid_journey,18,AT_RISK,call_today_mh_referral,2025-10-24
RTR-JNY-03216-mid,JNY-03216,CUS-03216,ADV-0184,north-london,mid_journey,20,AT_RISK,call_today_mh_referral,2025-12-26
RTR-JNY-03217-mid,JNY-03217,CUS-03217,ADV-0063,wales,mid_journey,55,DRIFTING,in_person_48h,2026-02-24
RTR-JNY-03217-end,JNY-03217,CUS-03217,ADV-0063,wales,end_of_journey,68,DRIFTING,training_update_applied,2026-05-25
RTR-JNY-03218-mid,JNY-03218,CUS-03218,ADV-0211,south-east-london,mid_journey,62,DRIFTING,in_person_48h,2025-12-31
RTR-JNY-03219-mid,JNY-03219,CUS-03219,ADV-0194,south-east-london,mid_journey,93,ON_TRACK,light_touch,2026-05-31
RTR-JNY-03219-end,JNY-03219,CUS-03219,ADV-0194,south-east-london,end_of_journey,100,ON_TRACK,training_update_applied,2026-08-29
RTR-JNY-03220-mid,JNY-03220,CUS-03220,ADV-0035,north-london,mid_journey,24,AT_RISK,call_today_mh_referral,2026-05-01
RTR-JNY-03220-end,JNY-03220,CUS-03220,ADV-0035,north-london,end_of_journey,41,AT_RISK,training_update_applied,2026-07-30
RTR-JNY-03221-mid,JNY-03221,CUS-03221,ADV-0005,south-yorkshire,mid_journey,20,AT_RISK,call_today_mh_referral,2026-03-18
RTR-JNY-03222-mid,JNY-03222,CUS-03222,ADV-0060,derbyshire-notts,mid_journey,30,AT_RISK,call_today_mh_referral,2025-11-08
RTR-JNY-03223-mid,JNY-03223,CUS-03223,ADV-0128,derbyshire-notts,mid_journey,54,DRIFTING,in_person_48h,2026-01-29
RTR-JNY-03223-end,JNY-03223,CUS-03223,ADV-0128,derbyshire-notts,end_of_journey,62,DRIFTING,training_update_applied,2026-04-29
RTR-JNY-03224-mid,JNY-03224,CUS-03224,ADV-0061,south-east-london,mid_journey,19,AT_RISK,call_today_mh_referral,2026-02-25
RTR-JNY-03224-end,JNY-03224,CUS-03224,ADV-0061,south-east-london,end_of_journey,39,AT_RISK,training_update_applied,2026-05-26
RTR-JNY-03225-mid,JNY-03225,CUS-03225,ADV-0114,south-east-london,mid_journey,33,AT_RISK,call_today_mh_referral,2026-04-13
RTR-JNY-03226-mid,JNY-03226,CUS-03226,ADV-0150,south-yorkshire,mid_journey,23,AT_RISK,call_today_mh_referral,2025-11-29
RTR-JNY-03226-end,JNY-03226,CUS-03226,ADV-0150,south-yorkshire,end_of_journey,42,AT_RISK,training_update_applied,2026-02-27
RTR-JNY-03227-mid,JNY-03227,CUS-03227,ADV-0028,north-london,mid_journey,22,AT_RISK,call_today_mh_referral,2026-03-30
RTR-JNY-03228-mid,JNY-03228,CUS-03228,ADV-0005,south-yorkshire,mid_journey,28,AT_RISK,call_today_mh_referral,2026-03-23
RTR-JNY-03229-mid,JNY-03229,CUS-03229,ADV-0206,south-east-london,mid_journey,21,AT_RISK,call_today_mh_referral,2026-06-02
RTR-JNY-03230-mid,JNY-03230,CUS-03230,ADV-0002,derbyshire-notts,mid_journey,61,DRIFTING,in_person_48h,2026-06-03
RTR-JNY-03230-end,JNY-03230,CUS-03230,ADV-0002,derbyshire-notts,end_of_journey,70,DRIFTING,training_update_applied,2026-09-01
RTR-JNY-03231-mid,JNY-03231,CUS-03231,ADV-0001,wales,mid_journey,18,AT_RISK,call_today_mh_referral,2026-05-18
RTR-JNY-03231-end,JNY-03231,CUS-03231,ADV-0001,wales,end_of_journey,41,AT_RISK,training_update_applied,2026-08-16
RTR-JNY-03232-mid,JNY-03232,CUS-03232,ADV-0186,south-yorkshire,mid_journey,94,ON_TRACK,light_touch,2026-03-22
RTR-JNY-03232-end,JNY-03232,CUS-03232,ADV-0186,south-yorkshire,end_of_journey,100,ON_TRACK,training_update_applied,2026-06-20
RTR-JNY-03233-mid,JNY-03233,CUS-03233,ADV-0162,derbyshire-notts,mid_journey,36,AT_RISK,call_today_mh_referral,2025-12-19
RTR-JNY-03233-end,JNY-03233,CUS-03233,ADV-0162,derbyshire-notts,end_of_journey,55,DRIFTING,training_update_applied,2026-03-19
RTR-JNY-03234-mid,JNY-03234,CUS-03234,ADV-0066,south-east-london,mid_journey,96,ON_TRACK,light_touch,2026-05-12
RTR-JNY-03234-end,JNY-03234,CUS-03234,ADV-0066,south-east-london,end_of_journey,100,ON_TRACK,training_update_applied,2026-08-10
RTR-JNY-03235-mid,JNY-03235,CUS-03235,ADV-0014,south-east-london,mid_journey,58,DRIFTING,in_person_48h,2026-01-21
RTR-JNY-03235-end,JNY-03235,CUS-03235,ADV-0014,south-east-london,end_of_journey,64,DRIFTING,training_update_applied,2026-04-21
RTR-JNY-03236-mid,JNY-03236,CUS-03236,ADV-0088,north-london,mid_journey,26,AT_RISK,call_today_mh_referral,2026-01-31
RTR-JNY-03237-mid,JNY-03237,CUS-03237,ADV-0233,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2026-04-23
RTR-JNY-03238-mid,JNY-03238,CUS-03238,ADV-0247,south-yorkshire,mid_journey,16,AT_RISK,call_today_mh_referral,2026-01-10
RTR-JNY-03239-mid,JNY-03239,CUS-03239,ADV-0041,south-east-london,mid_journey,95,ON_TRACK,light_touch,2026-03-12
RTR-JNY-03239-end,JNY-03239,CUS-03239,ADV-0041,south-east-london,end_of_journey,97,ON_TRACK,training_update_applied,2026-06-10
RTR-JNY-03240-mid,JNY-03240,CUS-03240,ADV-0124,north-london,mid_journey,19,AT_RISK,call_today_mh_referral,2026-03-25
RTR-JNY-03240-end,JNY-03240,CUS-03240,ADV-0124,north-london,end_of_journey,34,AT_RISK,training_update_applied,2026-06-23
RTR-JNY-03241-mid,JNY-03241,CUS-03241,ADV-0139,north-london,mid_journey,30,AT_RISK,call_today_mh_referral,2026-02-13
RTR-JNY-03242-mid,JNY-03242,CUS-03242,ADV-0101,wales,mid_journey,62,DRIFTING,in_person_48h,2025-12-25
RTR-JNY-03242-end,JNY-03242,CUS-03242,ADV-0101,wales,end_of_journey,71,DRIFTING,training_update_applied,2026-03-25
RTR-JNY-03243-mid,JNY-03243,CUS-03243,ADV-0157,wales,mid_journey,22,AT_RISK,call_today_mh_referral,2025-10-10
RTR-JNY-03244-mid,JNY-03244,CUS-03244,ADV-0170,derbyshire-notts,mid_journey,59,DRIFTING,in_person_48h,2025-12-05
RTR-JNY-03244-end,JNY-03244,CUS-03244,ADV-0170,derbyshire-notts,end_of_journey,69,DRIFTING,training_update_applied,2026-03-05
RTR-JNY-03245-mid,JNY-03245,CUS-03245,ADV-0078,wales,mid_journey,94,ON_TRACK,light_touch,2025-12-16
RTR-JNY-03245-end,JNY-03245,CUS-03245,ADV-0078,wales,end_of_journey,100,ON_TRACK,training_update_applied,2026-03-16
RTR-JNY-03246-mid,JNY-03246,CUS-03246,ADV-0069,south-yorkshire,mid_journey,23,AT_RISK,call_today_mh_referral,2025-10-05
RTR-JNY-03246-end,JNY-03246,CUS-03246,ADV-0069,south-yorkshire,end_of_journey,40,AT_RISK,training_update_applied,2026-01-03
RTR-JNY-03247-mid,JNY-03247,CUS-03247,ADV-0059,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2026-01-05
RTR-JNY-03248-mid,JNY-03248,CUS-03248,ADV-0224,south-east-london,mid_journey,25,AT_RISK,call_today_mh_referral,2025-11-01
RTR-JNY-03249-mid,JNY-03249,CUS-03249,ADV-0041,south-east-london,mid_journey,17,AT_RISK,call_today_mh_referral,2026-05-19
RTR-JNY-03250-mid,JNY-03250,CUS-03250,ADV-0043,south-east-london,mid_journey,62,DRIFTING,in_person_48h,2026-03-27
RTR-JNY-03250-end,JNY-03250,CUS-03250,ADV-0043,south-east-london,end_of_journey,71,DRIFTING,training_update_applied,2026-06-25
RTR-JNY-03251-mid,JNY-03251,CUS-03251,ADV-0197,south-east-london,mid_journey,61,DRIFTING,in_person_48h,2026-03-06
RTR-JNY-03251-end,JNY-03251,CUS-03251,ADV-0197,south-east-london,end_of_journey,73,DRIFTING,training_update_applied,2026-06-04
RTR-JNY-03252-mid,JNY-03252,CUS-03252,ADV-0238,wales,mid_journey,67,DRIFTING,in_person_48h,2026-05-07
RTR-JNY-03252-end,JNY-03252,CUS-03252,ADV-0238,wales,end_of_journey,79,ON_TRACK,training_update_applied,2026-08-05
RTR-JNY-03253-mid,JNY-03253,CUS-03253,ADV-0002,derbyshire-notts,mid_journey,20,AT_RISK,call_today_mh_referral,2026-03-20
RTR-JNY-03254-mid,JNY-03254,CUS-03254,ADV-0184,north-london,mid_journey,52,DRIFTING,in_person_48h,2026-01-20
RTR-JNY-03254-end,JNY-03254,CUS-03254,ADV-0184,north-london,end_of_journey,64,DRIFTING,training_update_applied,2026-04-20
RTR-JNY-03255-mid,JNY-03255,CUS-03255,ADV-0024,north-london,mid_journey,25,AT_RISK,call_today_mh_referral,2026-01-14
RTR-JNY-03256-mid,JNY-03256,CUS-03256,ADV-0106,north-london,mid_journey,56,DRIFTING,in_person_48h,2026-02-18
RTR-JNY-03257-mid,JNY-03257,CUS-03257,ADV-0126,north-london,mid_journey,22,AT_RISK,call_today_mh_referral,2026-04-15
RTR-JNY-03258-mid,JNY-03258,CUS-03258,ADV-0125,south-yorkshire,mid_journey,21,AT_RISK,call_today_mh_referral,2026-01-03
RTR-JNY-03259-mid,JNY-03259,CUS-03259,ADV-0235,wales,mid_journey,57,DRIFTING,in_person_48h,2025-10-12
RTR-JNY-03259-end,JNY-03259,CUS-03259,ADV-0235,wales,end_of_journey,70,DRIFTING,training_update_applied,2026-01-10
RTR-JNY-03260-mid,JNY-03260,CUS-03260,ADV-0061,south-east-london,mid_journey,24,AT_RISK,call_today_mh_referral,2025-10-13
RTR-JNY-03261-mid,JNY-03261,CUS-03261,ADV-0152,derbyshire-notts,mid_journey,25,AT_RISK,call_today_mh_referral,2026-02-02
RTR-JNY-03262-mid,JNY-03262,CUS-03262,ADV-0170,derbyshire-notts,mid_journey,85,ON_TRACK,light_touch,2026-04-11
RTR-JNY-03262-end,JNY-03262,CUS-03262,ADV-0170,derbyshire-notts,end_of_journey,89,ON_TRACK,training_update_applied,2026-07-10
RTR-JNY-03263-mid,JNY-03263,CUS-03263,ADV-0202,south-east-london,mid_journey,65,DRIFTING,in_person_48h,2025-12-12
RTR-JNY-03263-end,JNY-03263,CUS-03263,ADV-0202,south-east-london,end_of_journey,72,DRIFTING,training_update_applied,2026-03-12
RTR-JNY-03264-mid,JNY-03264,CUS-03264,ADV-0048,derbyshire-notts,mid_journey,62,DRIFTING,in_person_48h,2026-02-08
RTR-JNY-03264-end,JNY-03264,CUS-03264,ADV-0048,derbyshire-notts,end_of_journey,71,DRIFTING,training_update_applied,2026-05-09
RTR-JNY-03265-mid,JNY-03265,CUS-03265,ADV-0205,south-east-london,mid_journey,65,DRIFTING,in_person_48h,2026-04-25
RTR-JNY-03265-end,JNY-03265,CUS-03265,ADV-0205,south-east-london,end_of_journey,72,DRIFTING,training_update_applied,2026-07-24
RTR-JNY-03266-mid,JNY-03266,CUS-03266,ADV-0043,south-east-london,mid_journey,14,AT_RISK,call_today_mh_referral,2026-05-02
RTR-JNY-03266-end,JNY-03266,CUS-03266,ADV-0043,south-east-london,end_of_journey,36,AT_RISK,training_update_applied,2026-07-31
RTR-JNY-03267-mid,JNY-03267,CUS-03267,ADV-0017,south-east-london,mid_journey,57,DRIFTING,in_person_48h,2026-05-23
RTR-JNY-03267-end,JNY-03267,CUS-03267,ADV-0017,south-east-london,end_of_journey,68,DRIFTING,training_update_applied,2026-08-21
RTR-JNY-03268-mid,JNY-03268,CUS-03268,ADV-0062,south-east-london,mid_journey,24,AT_RISK,call_today_mh_referral,2025-11-13
RTR-JNY-03269-mid,JNY-03269,CUS-03269,ADV-0035,north-london,mid_journey,21,AT_RISK,call_today_mh_referral,2025-12-09
RTR-JNY-03269-end,JNY-03269,CUS-03269,ADV-0035,north-london,end_of_journey,44,AT_RISK,training_update_applied,2026-03-09
RTR-JNY-03270-mid,JNY-03270,CUS-03270,ADV-0147,south-east-london,mid_journey,20,AT_RISK,call_today_mh_referral,2025-11-09
RTR-JNY-03270-end,JNY-03270,CUS-03270,ADV-0147,south-east-london,end_of_journey,41,AT_RISK,training_update_applied,2026-02-07
RTR-JNY-03271-mid,JNY-03271,CUS-03271,ADV-0010,south-east-london,mid_journey,63,DRIFTING,in_person_48h,2026-01-22
RTR-JNY-03271-end,JNY-03271,CUS-03271,ADV-0010,south-east-london,end_of_journey,73,DRIFTING,training_update_applied,2026-04-22
RTR-JNY-03272-mid,JNY-03272,CUS-03272,ADV-0018,south-east-london,mid_journey,63,DRIFTING,in_person_48h,2025-12-22
RTR-JNY-03272-end,JNY-03272,CUS-03272,ADV-0018,south-east-london,end_of_journey,74,DRIFTING,training_update_applied,2026-03-22
RTR-JNY-03273-mid,JNY-03273,CUS-03273,ADV-0207,south-east-london,mid_journey,28,AT_RISK,call_today_mh_referral,2025-11-21
RTR-JNY-03273-end,JNY-03273,CUS-03273,ADV-0207,south-east-london,end_of_journey,44,AT_RISK,training_update_applied,2026-02-19
RTR-JNY-03274-mid,JNY-03274,CUS-03274,ADV-0084,south-east-london,mid_journey,93,ON_TRACK,light_touch,2026-04-10
RTR-JNY-03274-end,JNY-03274,CUS-03274,ADV-0084,south-east-london,end_of_journey,98,ON_TRACK,training_update_applied,2026-07-09
RTR-JNY-03275-mid,JNY-03275,CUS-03275,ADV-0055,wales,mid_journey,17,AT_RISK,call_today_mh_referral,2026-05-11
RTR-JNY-03275-end,JNY-03275,CUS-03275,ADV-0055,wales,end_of_journey,37,AT_RISK,training_update_applied,2026-08-09
RTR-JNY-03276-mid,JNY-03276,CUS-03276,ADV-0207,south-east-london,mid_journey,22,AT_RISK,call_today_mh_referral,2026-02-27
RTR-JNY-03276-end,JNY-03276,CUS-03276,ADV-0207,south-east-london,end_of_journey,40,AT_RISK,training_update_applied,2026-05-28
RTR-JNY-03277-mid,JNY-03277,CUS-03277,ADV-0099,south-yorkshire,mid_journey,17,AT_RISK,call_today_mh_referral,2026-04-08
RTR-JNY-03278-mid,JNY-03278,CUS-03278,ADV-0063,wales,mid_journey,58,DRIFTING,in_person_48h,2026-02-11
RTR-JNY-03278-end,JNY-03278,CUS-03278,ADV-0063,wales,end_of_journey,70,DRIFTING,training_update_applied,2026-05-12
RTR-JNY-03279-mid,JNY-03279,CUS-03279,ADV-0180,north-london,mid_journey,22,AT_RISK,call_today_mh_referral,2026-02-17
RTR-JNY-03280-mid,JNY-03280,CUS-03280,ADV-0058,derbyshire-notts,mid_journey,26,AT_RISK,call_today_mh_referral,2026-01-05
RTR-JNY-03280-end,JNY-03280,CUS-03280,ADV-0058,derbyshire-notts,end_of_journey,48,AT_RISK,training_update_applied,2026-04-05
RTR-JNY-03281-mid,JNY-03281,CUS-03281,ADV-0040,south-east-london,mid_journey,27,AT_RISK,call_today_mh_referral,2026-02-03
RTR-JNY-03282-mid,JNY-03282,CUS-03282,ADV-0060,derbyshire-notts,mid_journey,25,AT_RISK,call_today_mh_referral,2026-02-24
RTR-JNY-03283-mid,JNY-03283,CUS-03283,ADV-0157,wales,mid_journey,23,AT_RISK,call_today_mh_referral,2026-06-02
RTR-JNY-03283-end,JNY-03283,CUS-03283,ADV-0157,wales,end_of_journey,39,AT_RISK,training_update_applied,2026-08-31
RTR-JNY-03284-mid,JNY-03284,CUS-03284,ADV-0174,south-yorkshire,mid_journey,29,AT_RISK,call_today_mh_referral,2025-11-25
RTR-JNY-03285-mid,JNY-03285,CUS-03285,ADV-0022,north-london,mid_journey,20,AT_RISK,call_today_mh_referral,2026-04-11
RTR-JNY-03286-mid,JNY-03286,CUS-03286,ADV-0155,wales,mid_journey,35,AT_RISK,call_today_mh_referral,2025-12-14
RTR-JNY-03287-mid,JNY-03287,CUS-03287,ADV-0200,south-east-london,mid_journey,24,AT_RISK,call_today_mh_referral,2025-11-01
RTR-JNY-03287-end,JNY-03287,CUS-03287,ADV-0200,south-east-london,end_of_journey,47,AT_RISK,training_update_applied,2026-01-30
RTR-JNY-03288-mid,JNY-03288,CUS-03288,ADV-0007,south-east-london,mid_journey,53,DRIFTING,in_person_48h,2026-03-24
RTR-JNY-03288-end,JNY-03288,CUS-03288,ADV-0007,south-east-london,end_of_journey,67,DRIFTING,training_update_applied,2026-06-22
RTR-JNY-03289-mid,JNY-03289,CUS-03289,ADV-0201,derbyshire-notts,mid_journey,63,DRIFTING,in_person_48h,2025-12-19
RTR-JNY-03289-end,JNY-03289,CUS-03289,ADV-0201,derbyshire-notts,end_of_journey,76,ON_TRACK,training_update_applied,2026-03-19
RTR-JNY-03290-mid,JNY-03290,CUS-03290,ADV-0097,north-london,mid_journey,59,DRIFTING,in_person_48h,2025-11-21
RTR-JNY-03290-end,JNY-03290,CUS-03290,ADV-0097,north-london,end_of_journey,68,DRIFTING,training_update_applied,2026-02-19
RTR-JNY-03291-mid,JNY-03291,CUS-03291,ADV-0165,north-london,mid_journey,26,AT_RISK,call_today_mh_referral,2026-05-29
RTR-JNY-03291-end,JNY-03291,CUS-03291,ADV-0165,north-london,end_of_journey,44,AT_RISK,training_update_applied,2026-08-27
RTR-JNY-03292-mid,JNY-03292,CUS-03292,ADV-0246,south-east-london,mid_journey,60,DRIFTING,in_person_48h,2026-02-18
RTR-JNY-03292-end,JNY-03292,CUS-03292,ADV-0246,south-east-london,end_of_journey,74,DRIFTING,training_update_applied,2026-05-19
RTR-JNY-03293-mid,JNY-03293,CUS-03293,ADV-0183,wales,mid_journey,21,AT_RISK,call_today_mh_referral,2025-10-27
RTR-JNY-03294-mid,JNY-03294,CUS-03294,ADV-0079,wales,mid_journey,58,DRIFTING,in_person_48h,2025-11-26
RTR-JNY-03294-end,JNY-03294,CUS-03294,ADV-0079,wales,end_of_journey,65,DRIFTING,training_update_applied,2026-02-24
RTR-JNY-03295-mid,JNY-03295,CUS-03295,ADV-0021,north-london,mid_journey,61,DRIFTING,in_person_48h,2025-12-25
RTR-JNY-03295-end,JNY-03295,CUS-03295,ADV-0021,north-london,end_of_journey,68,DRIFTING,training_update_applied,2026-03-25
RTR-JNY-03296-mid,JNY-03296,CUS-03296,ADV-0072,south-east-london,mid_journey,25,AT_RISK,call_today_mh_referral,2026-05-11
RTR-JNY-03297-mid,JNY-03297,CUS-03297,ADV-0174,south-yorkshire,mid_journey,27,AT_RISK,call_today_mh_referral,2025-12-13
RTR-JNY-03298-mid,JNY-03298,CUS-03298,ADV-0135,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2025-12-01
RTR-JNY-03299-mid,JNY-03299,CUS-03299,ADV-0112,derbyshire-notts,mid_journey,27,AT_RISK,call_today_mh_referral,2025-12-13
RTR-JNY-03300-mid,JNY-03300,CUS-03300,ADV-0108,south-east-london,mid_journey,17,AT_RISK,call_today_mh_referral,2026-04-26
RTR-JNY-03301-mid,JNY-03301,CUS-03301,ADV-0004,south-east-london,mid_journey,19,AT_RISK,call_today_mh_referral,2025-10-15
RTR-JNY-03302-mid,JNY-03302,CUS-03302,ADV-0244,wales,mid_journey,44,AT_RISK,call_today_mh_referral,2025-11-16
RTR-JNY-03302-end,JNY-03302,CUS-03302,ADV-0244,wales,end_of_journey,63,DRIFTING,training_update_applied,2026-02-14
RTR-JNY-03303-mid,JNY-03303,CUS-03303,ADV-0059,south-east-london,mid_journey,26,AT_RISK,call_today_mh_referral,2026-03-30
RTR-JNY-03303-end,JNY-03303,CUS-03303,ADV-0059,south-east-london,end_of_journey,42,AT_RISK,training_update_applied,2026-06-28
RTR-JNY-03304-mid,JNY-03304,CUS-03304,ADV-0230,derbyshire-notts,mid_journey,58,DRIFTING,in_person_48h,2026-01-13
RTR-JNY-03304-end,JNY-03304,CUS-03304,ADV-0230,derbyshire-notts,end_of_journey,65,DRIFTING,training_update_applied,2026-04-13
RTR-JNY-03305-mid,JNY-03305,CUS-03305,ADV-0089,south-east-london,mid_journey,24,AT_RISK,call_today_mh_referral,2026-03-25
RTR-JNY-03306-mid,JNY-03306,CUS-03306,ADV-0156,north-london,mid_journey,27,AT_RISK,call_today_mh_referral,2026-02-20
RTR-JNY-03306-end,JNY-03306,CUS-03306,ADV-0156,north-london,end_of_journey,48,AT_RISK,training_update_applied,2026-05-21
RTR-JNY-03307-mid,JNY-03307,CUS-03307,ADV-0157,wales,mid_journey,91,ON_TRACK,light_touch,2026-01-28
RTR-JNY-03307-end,JNY-03307,CUS-03307,ADV-0157,wales,end_of_journey,99,ON_TRACK,training_update_applied,2026-04-28
RTR-JNY-03308-mid,JNY-03308,CUS-03308,ADV-0071,derbyshire-notts,mid_journey,24,AT_RISK,call_today_mh_referral,2026-03-31
RTR-JNY-03308-end,JNY-03308,CUS-03308,ADV-0071,derbyshire-notts,end_of_journey,39,AT_RISK,training_update_applied,2026-06-29
RTR-JNY-03309-mid,JNY-03309,CUS-03309,ADV-0233,south-east-london,mid_journey,91,ON_TRACK,light_touch,2026-03-06
RTR-JNY-03309-end,JNY-03309,CUS-03309,ADV-0233,south-east-london,end_of_journey,96,ON_TRACK,training_update_applied,2026-06-04
RTR-JNY-03310-mid,JNY-03310,CUS-03310,ADV-0023,derbyshire-notts,mid_journey,17,AT_RISK,call_today_mh_referral,2026-02-17
RTR-JNY-03310-end,JNY-03310,CUS-03310,ADV-0023,derbyshire-notts,end_of_journey,38,AT_RISK,training_update_applied,2026-05-18
RTR-JNY-03311-mid,JNY-03311,CUS-03311,ADV-0111,wales,mid_journey,19,AT_RISK,call_today_mh_referral,2026-01-31
RTR-JNY-03311-end,JNY-03311,CUS-03311,ADV-0111,wales,end_of_journey,42,AT_RISK,training_update_applied,2026-05-01
RTR-JNY-03312-mid,JNY-03312,CUS-03312,ADV-0177,wales,mid_journey,18,AT_RISK,call_today_mh_referral,2026-01-21
RTR-JNY-03313-mid,JNY-03313,CUS-03313,ADV-0023,derbyshire-notts,mid_journey,62,DRIFTING,in_person_48h,2026-05-01
RTR-JNY-03313-end,JNY-03313,CUS-03313,ADV-0023,derbyshire-notts,end_of_journey,69,DRIFTING,training_update_applied,2026-07-30
RTR-JNY-03314-mid,JNY-03314,CUS-03314,ADV-0007,south-east-london,mid_journey,31,AT_RISK,call_today_mh_referral,2026-06-18
RTR-JNY-03314-end,JNY-03314,CUS-03314,ADV-0007,south-east-london,end_of_journey,48,AT_RISK,training_update_applied,2026-09-16
RTR-JNY-03315-mid,JNY-03315,CUS-03315,ADV-0037,derbyshire-notts,mid_journey,19,AT_RISK,call_today_mh_referral,2026-03-30
RTR-JNY-03315-end,JNY-03315,CUS-03315,ADV-0037,derbyshire-notts,end_of_journey,35,AT_RISK,training_update_applied,2026-06-28
RTR-JNY-03316-mid,JNY-03316,CUS-03316,ADV-0107,south-east-london,mid_journey,58,DRIFTING,in_person_48h,2026-03-07
RTR-JNY-03316-end,JNY-03316,CUS-03316,ADV-0107,south-east-london,end_of_journey,71,DRIFTING,training_update_applied,2026-06-05
RTR-JNY-03317-mid,JNY-03317,CUS-03317,ADV-0219,south-yorkshire,mid_journey,14,AT_RISK,call_today_mh_referral,2026-03-15
RTR-JNY-03318-mid,JNY-03318,CUS-03318,ADV-0107,south-east-london,mid_journey,61,DRIFTING,in_person_48h,2026-04-12
RTR-JNY-03318-end,JNY-03318,CUS-03318,ADV-0107,south-east-london,end_of_journey,70,DRIFTING,training_update_applied,2026-07-11
RTR-JNY-03319-mid,JNY-03319,CUS-03319,ADV-0176,south-east-london,mid_journey,16,AT_RISK,call_today_mh_referral,2026-02-21
RTR-JNY-03319-end,JNY-03319,CUS-03319,ADV-0176,south-east-london,end_of_journey,36,AT_RISK,training_update_applied,2026-05-22
RTR-JNY-03320-mid,JNY-03320,CUS-03320,ADV-0084,south-east-london,mid_journey,28,AT_RISK,call_today_mh_referral,2026-05-06
RTR-JNY-03320-end,JNY-03320,CUS-03320,ADV-0084,south-east-london,end_of_journey,44,AT_RISK,training_update_applied,2026-08-04
RTR-JNY-03321-mid,JNY-03321,CUS-03321,ADV-0020,south-yorkshire,mid_journey,58,DRIFTING,in_person_48h,2025-12-07
RTR-JNY-03322-mid,JNY-03322,CUS-03322,ADV-0177,wales,mid_journey,93,ON_TRACK,light_touch,2025-11-28
RTR-JNY-03322-end,JNY-03322,CUS-03322,ADV-0177,wales,end_of_journey,100,ON_TRACK,training_update_applied,2026-02-26
RTR-JNY-03323-mid,JNY-03323,CUS-03323,ADV-0185,south-east-london,mid_journey,58,DRIFTING,in_person_48h,2025-10-02
RTR-JNY-03323-end,JNY-03323,CUS-03323,ADV-0185,south-east-london,end_of_journey,70,DRIFTING,training_update_applied,2025-12-31
RTR-JNY-03324-mid,JNY-03324,CUS-03324,ADV-0003,south-east-london,mid_journey,86,ON_TRACK,light_touch,2026-03-07
RTR-JNY-03324-end,JNY-03324,CUS-03324,ADV-0003,south-east-london,end_of_journey,88,ON_TRACK,training_update_applied,2026-06-05
RTR-JNY-03325-mid,JNY-03325,CUS-03325,ADV-0096,wales,mid_journey,20,AT_RISK,call_today_mh_referral,2026-02-09
RTR-JNY-03326-mid,JNY-03326,CUS-03326,ADV-0178,south-yorkshire,mid_journey,49,AT_RISK,call_today_mh_referral,2026-05-09
RTR-JNY-03326-end,JNY-03326,CUS-03326,ADV-0178,south-yorkshire,end_of_journey,68,DRIFTING,training_update_applied,2026-08-07
RTR-JNY-03327-mid,JNY-03327,CUS-03327,ADV-0100,derbyshire-notts,mid_journey,58,DRIFTING,in_person_48h,2025-12-16
RTR-JNY-03327-end,JNY-03327,CUS-03327,ADV-0100,derbyshire-notts,end_of_journey,69,DRIFTING,training_update_applied,2026-03-16
RTR-JNY-03328-mid,JNY-03328,CUS-03328,ADV-0047,wales,mid_journey,55,DRIFTING,in_person_48h,2025-10-25
RTR-JNY-03328-end,JNY-03328,CUS-03328,ADV-0047,wales,end_of_journey,63,DRIFTING,training_update_applied,2026-01-23
RTR-JNY-03329-mid,JNY-03329,CUS-03329,ADV-0190,wales,mid_journey,63,DRIFTING,in_person_48h,2025-10-24
RTR-JNY-03329-end,JNY-03329,CUS-03329,ADV-0190,wales,end_of_journey,73,DRIFTING,training_update_applied,2026-01-22
RTR-JNY-03330-mid,JNY-03330,CUS-03330,ADV-0172,south-yorkshire,mid_journey,18,AT_RISK,call_today_mh_referral,2026-02-04
RTR-JNY-03331-mid,JNY-03331,CUS-03331,ADV-0239,derbyshire-notts,mid_journey,64,DRIFTING,in_person_48h,2026-06-08
RTR-JNY-03331-end,JNY-03331,CUS-03331,ADV-0239,derbyshire-notts,end_of_journey,72,DRIFTING,training_update_applied,2026-09-06
RTR-JNY-03332-mid,JNY-03332,CUS-03332,ADV-0065,south-east-london,mid_journey,18,AT_RISK,call_today_mh_referral,2026-01-06
RTR-JNY-03333-mid,JNY-03333,CUS-03333,ADV-0125,south-yorkshire,mid_journey,16,AT_RISK,call_today_mh_referral,2026-05-30
RTR-JNY-03333-end,JNY-03333,CUS-03333,ADV-0125,south-yorkshire,end_of_journey,33,AT_RISK,training_update_applied,2026-08-28
RTR-JNY-03334-mid,JNY-03334,CUS-03334,ADV-0210,south-east-london,mid_journey,51,DRIFTING,in_person_48h,2026-02-11
RTR-JNY-03335-mid,JNY-03335,CUS-03335,ADV-0181,south-east-london,mid_journey,63,DRIFTING,in_person_48h,2025-10-06
